HTS Number,Indent,Description,Unit of Quantity,General Rate of Duty,Special Rate of Duty,Column 2 Rate of Duty,Quota Quantity,Additional Duties
"8407.29.00.40","4","Exceeding <il>18.65 kW</il>","[""No.""]","","","","",""
"","1","Reciprocating piston engines of a kind used for the propulsion of vehicles of chapter 87:","","","","","",""
"8407.31.00","2","Of a cylinder capacity not exceeding <il>50 cc</il>","","Free","","35%","",""
"8407.31.00.40","3","Less than <il>746 W</il>","[""No.""]","","","","",""
"8407.31.00.80","3","Other","[""No.""]","","","","",""
"8407.32","2","Of a cylinder capacity exceeding <il>50 cc</il> but not exceeding <il>250 cc</il>:","","","","","",""
"8407.32.10.00","3","To be installed in tractors suitable for agricultural use","[""No.""]","Free","","Free","",""
"8407.32.20","3","To be installed in vehicles of subheading 8701.21, 8701.22, 8701.23, 8701.24 or 8701.29, or heading 8702, 8703 or 8704","","Free","","35%","",""
"8407.32.20.40","4","Used or rebuilt","[""No.""]","","","","",""
"8407.32.20.80","4","Other","[""No.""]","","","","",""
"8407.32.90","3","Other","","Free","","35%","",""
"8407.32.90.40","4","Not exceeding <il>18.65 kW</il>","[""No.""]","","","","",""
"8407.32.90.80","4","Exceeding <il>18.65 kW</il>","[""No.""]","","","","",""
"8407.33","2","Of a cylinder capacity exceeding <il>250 cc</il> but not exceeding <il>1,000 cc</il>:","","","","","",""
"8407.33.10","3","To be installed in tractors suitable for agricultural use","","Free","","Free","",""
"8407.33.10.30","4","Not exceeding <il>37.3 kW</il>","[""No.""]","","","","",""
"","4","Exceeding <il>37.3 kW</il>:","","","","","",""
"8407.33.10.60","5","Air-cooled","[""No.""]","","","","",""
"8407.33.10.90","5","Other","[""No.""]","","","","",""
"","3","To be installed in vehicles of subheading 8701.21, 8701.22, 8701.23, 8701.24 or 8701.29, or heading 8702, 8703 or 8704:","","","","","",""
"8407.33.30","4","To be installed in vehicles specially designed for traveling on snow, golf carts, non-amphibious all-terrain vehicles and burden carriers","","Free","","35%","",""
"8407.33.30.40","5","Used or rebuilt","[""No.""]","","","","",""
"8407.33.30.80","5","Other","[""No.""]","","","","",""
"8407.33.60","4","Other","","2.5%","Free (A,AU,B,BH,CL,CO,D,E,IL,JO,KR,MA,OM,P,PA,PE,S,SG)","35%","",""
"8407.33.60.40","5","Used or rebuilt","[""No.""]","","","","",""
"8407.33.60.80","5","Other","[""No.""]","","","","",""
"8407.33.90","3","Other","","Free","","35%","",""
"8407.33.90.40","4","Not exceeding <il>18.65 kW</il>","[""No.""]","","","","",""
"8407.33.90.80","4","Exceeding <il>18.65 kW</il>","[""No.""]","","","","",""
"8407.34","2","Of a cylinder capacity exceeding <il>1,000 cc</il>:","","","","","",""
"","3","Of a cylinder capacity not exceeding <il>2,000 cc</il>:","","","","","",""
"8407.34.05","4","To be installed in tractors suitable for agricultural use","","Free","","Free","",""
"8407.34.05.30","5","Not exceeding <il>37.3 kW</il>","[""No.""]","","","","",""
"","5","Exceeding <il>37.3 kW</il>:","","","","","",""
"8407.34.05.60","6","Air-cooled","[""No.""]","","","","",""
"8407.34.05.90","6","Other","[""No.""]","","","","",""
"","4","To be installed in vehicles of subheading 8701.21, 8701.22, 8701.23, 8701.24 or 8701.29, or heading 8702, 8703 or 8704:","","","","","",""
"8407.34.14.00","5","Used or rebuilt","[""No.""]","2.5%","Free (A,AU,B,BH,CL,CO,D,E,IL,JO,KR,MA,OM,P,PA,PE,S,SG)","35%","",""
"8407.34.18.00","5","Other","[""No.""]","2.5%","Free (A,AU,B,BH,CL,CO,D,E,IL,JO,KR,MA,OM,P,PA,PE,S,SG)","35%","",""
"8407.34.25.00","4","Other","[""No.""]","Free","","35%","",""
"","3","Of a cylinder capacity exceeding <il>2,000 cc</il>:","","","","","",""
"8407.34.35","4","To be installed in tractors suitable for agricultural use","","Free","","Free","",""
"8407.34.35.30","5","Not exceeding <il>37.3 kW</il>","[""No.""]","","","","",""
"","5","Exceeding <il>37.3 kW</il>:","","","","","",""
"8407.34.35.60","6","Air-cooled","[""No.""]","","","","",""
"8407.34.35.90","6","Other","[""No.""]","","","","",""
"","4","To be installed in vehicles of subheading 8701.21, 8701.22, 8701.23, 8701.24 or 8701.29, or heading 8702, 8703 or 8704:","","","","","",""
"8407.34.44.00","5","Used or rebuilt","[""No.""]","2.5%","Free (A,AU,B,BH,CL,CO,D,E,IL,JO,KR,MA,OM,P,PA,PE,S,SG)","35%","",""
"8407.34.48.00","5","Other","[""No.""]","2.5%","Free (A,AU,B,BH,CL,CO,D,E,IL,JO,KR,MA,OM,P,PA,PE,S,SG)","35%","",""
"8407.34.55.00","4","Other","[""No.""]","Free","","35%","",""
"8407.90","1","Other engines:","","","","","",""
"8407.90.10","2","To be installed in agricultural or horticultural machinery or equipment","","Free","","Free","",""
"","3","Not exceeding <il>37.3 kW</il>:","","","","","",""
"8407.90.10.10","4","Less than 4,476 W","[""No.""]","","","","",""
"8407.90.10.20","4","Other","[""No.""]","","","","",""
"","3","Other:","","","","","",""
"8407.90.10.60","4","Air-cooled","[""No.""]","","","","",""
"8407.90.10.80","4","Other","[""No.""]","","","","",""
"8407.90.90","2","Other","","Free","","35%","",""
"8407.90.90.10","3","Gas (natural or liquid propane (LP)) engines","[""No.""]","","","","",""
"","3","Other:","","","","","",""
"8407.90.90.20","4","Less than <il>746 W</il>","[""No.""]","","","","",""
"8407.90.90.40","4","<il>746 W</il> or greater but less than <il>4,476 W</il>","[""No.""]","","","","",""
"8407.90.90.60","4","<il>4,476 W</il> or greater but not exceeding <il>18.65 kW</il>","[""No.""]","","","","",""
"8407.90.90.80","4","Exceeding <il>18.65 kW</il>","[""No.""]","","","","",""
"8408","0","Compression-ignition internal combustion piston engines (diesel or semi-diesel engines):","","","","","",""
"8408.10.00","1","Marine propulsion engines","","2.5%","Free (A,AU,BH,CL,CO,D,E,IL,JO,KR,MA,OM,P,PA,PE,S,SG)","35%","",""
"8408.10.00.05","2","Not exceeding <il>111.9 kW</il>","[""No.""]","","","","",""
"8408.10.00.15","2","Exceeding <il>111.9 kW</il> but not exceeding <il>149.2 kW</il>","[""No.""]","","","","",""
"8408.10.00.20","2","Exceeding <il>149.2 kW</il> but not exceeding <il>223.8 kW</il>","[""No.""]","","","","",""
"8408.10.00.30","2","Exceeding <il>223.8 kW</il> but not exceeding <il>373 kW</il>","[""No.""]","","","","",""
"8408.10.00.40","2","Exceeding <il>373 kW</il> but not exceeding <il>746 kW</il>","[""No.""]","","","","",""
"8408.10.00.50","2","Exceeding <il>746 kW</il>","[""No.""]","","","","",""
"8408.20","1","Engines of a kind used for the propulsion of vehicles of chapter 87:","","","","","",""
"8408.20.10","2","To be installed in tractors suitable for agricultural use","","Free","","Free","",""
"8408.20.10.40","3","Not exceeding <il>37.3 kW</il>","[""No.""]","","","","",""
"8408.20.10.80","3","Exceeding <il>37.3 kW</il>","[""No.""]","","","","",""
"8408.20.20.00","2","To be installed in vehicles of subheading 8701.21, 8701.22, 8701.23, 8701.24 or 8701.29, or heading 8702, 8703 or 8704","[""No.""]","2.5%","Free (A*,AU,B,BH,CL,CO,D,E,IL,JO,KR,MA,OM,P,PA,PE,S,SG)","35%","",""
"8408.20.90.00","2","Other","[""No.""]","2.5%","Free (A*,AU,BH,CL,CO,D,E,IL,JO,KR,MA,OM,P,PA,PE,S,SG)","35%","",""
"8408.90","1","Other engines:","","","","","",""
"8408.90.10","2","To be installed in agricultural or horticultural machinery or equipment","","Free","","Free","",""
"8408.90.10.40","3","Not exceeding <il>37.3 kW</il>","[""No.""]","","","","",""
"8408.90.10.80","3","Exceeding <il>37.3 kW</il>","[""No.""]","","","","",""
"8408.90.90","2","Other","","Free","","35%","",""
"8408.90.90.10","3","Not exceeding <il>149.2 kW</il>","[""No.""]","","","","",""
"8408.90.90.20","3","Exceeding <il>149.2 kW</il> but not exceeding <il>373 kW</il>","[""No.""]","","","","",""
"8408.90.90.30","3","Exceeding <il>373 kW </il>but not exceeding <il>746 kW</il>","[""No.""]","","","","",""
"8408.90.90.40","3","Exceeding <il>746 kW</il> but not exceeding <il>1,119 kW</il>","[""No.""]","","","","",""
"8408.90.90.50","3","Exceeding <il>1,119 kW</il>","[""No.""]","","","","",""
"8409","0","Parts suitable for use solely or principally with the engines of heading 8407 or 8408:","","","","","",""
"8409.10.00","1","For aircraft engines","","Free","","35%","",""
"8409.10.00.40","2","For use in civil aircraft","[""kg""]","","","","",""
"8409.10.00.80","2","Other","[""kg""]","","","","",""
"","1","Other:","","","","","",""
"8409.91","2","Suitable for use solely or principally with spark-ignition internal combustion piston engines (including rotary engines):","","","","","",""
"8409.91.10","3","Cast-iron parts, not advanced beyond cleaning, and machined only for the removal of fins, gates, sprues and risers or to permit location in finishing machinery","","Free","","10%","",""
"8409.91.10.40","4","For vehicles of subheading 8701.21, 8701.22, 8701.23, 8701.24 or 8701.29, or heading 8702, 8703 or 8704","[""kg""]","","","","",""
"8409.91.10.60","4","For marine propulsion engines","[""kg""]","","","","",""
"8409.91.10.80","4","Other","[""kg""]","","","","",""
"","3","Other:","","","","","",""
"","4","To be installed in vehicles of subheading 8701.21, 8701.22, 8701.23, 8701.24 or 8701.29, or heading 8702, 8703 or 8704:","","","","","",""
"8409.91.30.00","5","Aluminum cylinder heads","[""No."",""kg""]","2.5%","Free (A,AU,B,BH,CL,CO,D,E,IL,JO,KR,MA,OM,P,PA,PE,S,SG)","35%","",""
"8409.91.50","5","Other","","2.5%","Free (A*,AU,B,BH,CL,CO,D,E,IL,JO,KR,MA,OM,P,PA,PE,S,SG)","35%","",""
"8409.91.50.10","6","Connecting rods","[""No."",""kg""]","","","","",""
"8409.91.50.81","6","Steel forgings","[""kg""]","","","","",""
"8409.91.50.85","6","Other","[""kg""]","","","","",""
"8409.91.92","4","For marine propulsion engines","","2.5%","Free (A,AU,BH,CL,CO,D,E,IL,JO,KR,MA,OM,P,PA,PE,S,SG)","35%","",""
"8409.91.92.10","5","Connecting rods","[""No."",""kg""]","","","","",""
"8409.91.92.90","5","Other","[""kg""]","","","","",""
"8409.91.99","4","Other","","2.5%","Free (A*,AU,BH,CL,CO,D,E,IL,JO,KR,MA,OM,P,PA,PE,S,SG)","35%","",""
"8409.91.99.10","5","Connecting rods","[""No."",""kg""]","","","","",""
"8409.91.99.90","5","Other","[""kg""]","","","","",""
"8409.99","2","Other:","","","","","",""
"8409.99.10","3","Cast-iron parts, not advanced beyond cleaning, and machined only for the removal of fins, gates, sprues and risers or to permit location in finishing machinery","","Free","","10%","",""
"8409.99.10.40","4","For vehicles of subheading 8701.21, 8701.22, 8701.23, 8701.24 or 8701.29, or heading 8702, 8703 or 8704","[""kg""]","","","","",""
"8409.99.10.60","4","For marine propulsion engines","[""kg""]","","","","",""
"8409.99.10.80","4","Other","[""kg""]","","","","",""
"","3","Other:","","","","","",""
"8409.99.91","4","To be installed in vehicles of subheading 8701.21, 8701.22, 8701.23, 8701.24 or 8701.29, or heading 8702, 8703 or 8704","","2.5%","Free (A*,AU,B,BH,CL,CO,D,E,IL,JO,KR,MA,OM,P,PA,PE,S,SG)","35%","",""
"8409.99.91.10","5","Connecting rods","[""No."",""kg""]","","","","",""
"8409.99.91.90","5","Other","[""kg""]","","","","",""
"8409.99.92","4","For marine propulsion engines","","2.5%","Free (A,AU,BH,CL,CO,D,E,IL,JO,KR,MA,OM,P,PA,PE,S,SG)","35%","",""
"8409.99.92.10","5","Connecting rods","[""No."",""kg""]","","","","",""
"8409.99.92.90","5","Other","[""kg""]","","","","",""
"8409.99.99","4","Other","","Free","","35%","",""
"8409.99.99.10","5","Connecting rods","[""No."",""kg""]","","","","",""
"8409.99.99.90","5","Other","[""kg""]","","","","",""
"8410","0","Hydraulic turbines, water wheels and regulators therefor; parts thereof:","","","","","",""
"","1","Hydraulic turbines and water wheels:","","","","","",""
"8410.11.00.00","2","Of a power not exceeding <il>1,000 kW</il>","[""No.""]","3.8%","Free (A,AU,BH,CL,CO,D,E,IL,JO,KR,MA,OM,P,PA,PE,S,SG)","27.5%","",""
"8410.12.00.00","2","Of a power exceeding <il>1,000 kW</il> but not exceeding <il>10,000 kW</il>","[""No.""]","3.8%","Free (A,AU,BH,CL,CO,D,E,IL,JO,KR,MA,OM,P,PA,PE,S,SG)","27.5%","",""
"8410.13.00.00","2","Of a power exceeding <il>10,000 kW</il>","[""No.""]","3.8%","Free (A*,AU,BH,CL,CO,D,E,IL,JO,KR,MA,OM,P,PA,PE,S,SG)","27.5%","",""
"8410.90.00.00","1","Parts, including regulators","[""kg""]","3.8%","Free (A,AU,BH,CL,CO,D,E,IL,JO,KR,MA,OM,P,PA,PE,S,SG)","27.5%","",""
"8411","0","Turbojets, turbopropellers and other gas turbines, and parts thereof:","","","","","",""
"","1","Turbojets:","","","","","",""
"8411.11","2","Of a thrust not exceeding 25 kN:","","","","","",""
"8411.11.40.00","3","Aircraft turbines","[""No.""]","Free","","35%","",""
"8411.11.80.00","3","Other","[""No.""]","Free","","35%","",""
"8411.12","2","Of a thrust exceeding 25 kN:","","","","","",""
"8411.12.40.00","3","Aircraft turbines","[""No.""]","Free","","35%","",""
"8411.12.80.00","3","Other","[""No.""]","Free","","35%","",""
"","1","Turbopropellers:","","","","","",""
"8411.21","2","Of a power not exceeding <il>1,100 kW</il>:","","","","","",""
"8411.21.40.00","3","Aircraft turbines","[""No.""]","Free","","35%","",""
"8411.21.80.00","3","Other","[""No.""]","Free","","35%","",""
"8411.22","2","Of a power exceeding <il>1,100 kW</il>:","","","","","",""
"8411.22.40.00","3","Aircraft turbines","[""No.""]","Free","","35%","",""
"8411.22.80.00","3","Other","[""No.""]","Free","","35%","",""
"","1","Other gas turbines:","","","","","",""
"8411.81","2","Of a power not exceeding <il>5,000 kW</il>:","","","","","",""
"8411.81.40.00","3","Aircraft turbines","[""No.""]","Free","","35%","",""
"8411.81.80","3","Other","","2.5%","Free (A*,AU,BH,CL,CO,D,E,IL,JO,KR,MA,OM,P,PA,PE,S,SG)","35%","",""
"8411.81.80.10","4","Industrial turbines of a kind described in statistical note 1 of this chapter","[""No.""]","","","","",""
"8411.81.80.90","4","Other","[""No.""]","","","","",""
"8411.82","2","Of a power exceeding <il>5,000 kW</il>:","","","","","",""
"8411.82.40.00","3","Aircraft turbines","[""No.""]","Free","","35%","",""
"8411.82.80","3","Other","","2.5%","Free (A*,AU,BH,CL,CO,D,E,IL,JO,KR,MA,OM,P,PA,PE,S,SG)","35%","",""
"8411.82.80.10","4","Industrial turbines of a kind described in statistical note 1 to this chapter","[""No.""]","","","","",""
"8411.82.80.90","4","Other","[""No.""]","","","","",""
"","1","Parts:","","","","","",""
"8411.91","2","Of turbojets or turbopropellers:","","","","","",""
"8411.91.10","3","Cast-iron parts, not advanced beyond cleaning, and machined only for the removal of fins, gates, sprues and risers or to permit location in finishing machinery","","Free","","10%","",""
"8411.91.10.40","4","Parts of nonaircraft turbines","[""No.""]","","","","",""
"","4","Parts of aircraft turbines:","","","","","",""
"8411.91.10.60","5","For use in civil aircraft","[""No.""]","","","","",""
"8411.91.10.90","5","Other","[""No.""]","","","","",""
"8411.91.90","3","Other","","Free","","35%","",""
"8411.91.90.40","4","Parts of nonaircraft turbines","[""No.""]","","","","",""
"","4","Parts of aircraft turbines:","","","","","",""
"8411.91.90.81","5","Steel forgings","[""No.""]","","","","",""
"8411.91.90.85","5","Other","[""No.""]","","","","",""
"8411.99","2","Other:","","","","","",""
"8411.99.10","3","Cast-iron parts, not advanced beyond cleaning, and machined only for the removal of fins, gates, sprues and risers or to permit location in finishing machinery","","Free","","10%","",""
"8411.99.10.10","4","Parts of nonaircraft gas turbines","[""No.""]","","","","",""
"","4","Parts of aircraft gas turbines:","","","","","",""
"8411.99.10.40","5","For use in civil aircraft","[""No.""]","","","","",""
"8411.99.10.80","5","Other","[""No.""]","","","","",""
"8411.99.90","3","Other","","2.4%","Free (A*,AU,BH,C,CL,CO,D,E,IL,JO,JP,KR,MA,OM,P,PA,PE,S,SG)","35%","",""
"","4","Parts of nonaircraft gas turbines:","","","","","",""
"8411.99.90.30","5","Rotors or spindles and rotor or spindle assemblies","[""No.""]","","","","",""
"","5","Other:","","","","","",""
"8411.99.90.81","6","Steel forgings","[""No.""]","","","","",""
"8411.99.90.85","6","Other","[""No.""]","","","","",""
"8411.99.90.90","4","Parts of aircraft gas turbines","[""No.""]","","","","",""
"8412","0","Other engines and motors, and parts thereof:","","","","","",""
"8412.10.00","1","Reaction engines other than turbojets","","Free","","35%","",""
"8412.10.00.10","2","Missile and rocket engines","[""No.""]","","","","",""
"8412.10.00.90","2","Other","[""No.""]","","","","",""
"","1","Hydraulic power engines and motors:","","","","","",""
"8412.21.00","2","Linear acting (cylinders)","","Free","","27.5%","",""
"8412.21.00.15","3","Tie-rod type","[""No.""]","","","","",""
"8412.21.00.30","3","Weld fused type","[""No.""]","","","","",""
"","3","Other:","","","","","",""
"8412.21.00.45","4","Telescoping","[""No.""]","","","","",""
"8412.21.00.60","4","Rodless","[""No.""]","","","","",""
"8412.21.00.75","4","Other","[""No.""]","","","","",""
"8412.29","2","Other:","","","","","",""
"8412.29.40.00","3","Hydrojet engines for marine propulsion","[""No.""]","Free","","30%","",""
"8412.29.80","3","Other","","Free","","27.5%","",""
"","4","Unlimited rotary acting:","","","","","",""
"8412.29.80.15","5","Gear type","[""No.""]","","","","",""
"8412.29.80.30","5","Radial piston type","[""No.""]","","","","",""
"8412.29.80.45","5","Axial piston type","[""No.""]","","","","",""
"8412.29.80.60","5","Other","[""No.""]","","","","",""
"8412.29.80.75","4","Other","[""No.""]","","","","",""
"","1","Pneumatic power engines and motors:","","","","","",""
"8412.31.00","2","Linear acting (cylinders)","","Free","","27.5%","",""
"8412.31.00.40","3","Tie-rod type","[""No.""]","","","","",""
"8412.31.00.80","3","Other","[""No.""]","","","","",""
"8412.39.00","2","Other","","Free","","27.5%","",""
"8412.39.00.40","3","Unlimited rotary acting","[""No.""]","","","","",""
"8412.39.00.80","3","Other","[""No.""]","","","","",""
"8412.80","1","Other engines and motors:","","","","","",""
"8412.80.10.00","2","Spring-operated and weight-operated motors","[""No.""]","Free","","35%","",""
"8412.80.90.00","2","Other","[""No.""]","Free","","27.5%","",""
"8412.90","1","Parts:","","","","","",""
"8412.90.10.00","2","Of hydrojet engines for marine propulsion","[""kg""]","Free","","30%","",""
"8412.90.90","2","Other","","Free","","27.5%","",""
"","3","Of hydraulic power engines and motors:","","","","","",""
"8412.90.90.05","4","Of linear acting engines and motors","[""kg""]","","","","",""
"8412.90.90.15","4","Other","[""kg""]","","","","",""
"","3","Of pneumatic power engines and motors:","","","","","",""
"8412.90.90.25","4","Of linear acting engines and motors","[""kg""]","","","","",""
"8412.90.90.35","4","Other","[""kg""]","","","","",""
"8412.90.90.50","3","Of reaction engines other than turbojets","[""kg""]","","","","",""
"","3","Other:","","","","","",""
"8412.90.90.70","4","Wind turbine blades, imported in accordance with statistical note 2 of this chapter","[""kg""]","","","","",""
"8412.90.90.75","4","Wind turbine hubs","[""kg""]","","","","",""
"8412.90.90.85","4","Other","[""kg""]","","","","",""
"8413","0","Pumps for liquids, whether or not fitted with a measuring device; liquid elevators; part thereof:","","","","","",""
"","1","Pumps fitted or designed to be fitted with a measuring device:","","","","","",""
"8413.11.00.00","2","Pumps for dispensing fuel or lubricants, of the type used in filling-stations or in garages","[""No.""]","Free","","35%","",""
"8413.19.00.00","2","Other","[""No.""]","Free","","35%","",""
"8413.20.00.00","1","Hand pumps, other than those of subheading 8413.11 or 8413.19","[""No.""]","Free","","35%","",""
"8413.30","1","Fuel, lubricating or cooling medium pumps for internal combustion piston engines:","","","","","",""
"8413.30.10.00","2","Fuel-injection pumps for compression-ignition engines","[""No.""]","2.5%","Free (A*,AU,B,BH,C,CL,CO,D,E,IL,JO,KR,MA,OM,P,PA,PE,S,SG)","35%","",""
"8413.30.90","2","Other","","2.5%","Free (A*,AU,B,BH,C,CL,CO,D,E,IL,JO,KR,MA,OM,P,PA,PE,S,SG)","35%","",""
