HTS Number,Indent,Description,Unit of Quantity,General Rate of Duty,Special Rate of Duty,Column 2 Rate of Duty,Quota Quantity,Additional Duties
"8203.40.60.00","2","Other (including parts)","[""No.""]","3.3%","Free (A,AU,BH,CL,CO,D,E,IL,JO,KR,MA,OM,P,PA,PE,S,SG)","50%","",""
"8204","0","Hand-operated spanners and wrenches (including torque meter wrenches but not including tap wrenches); socket wrenches, with or without handles, drives or extensions; base metal parts thereof:","","","","","",""
"","1","Hand-operated spanners and wrenches, and parts thereof:","","","","","",""
"8204.11.00","2","Nonadjustable, and parts thereof","","9%","Free (A*,AU,BH,CL,CO,D,E,IL,JO,KR,MA,OM,P,PA,PE,S,SG)","45%","",""
"8204.11.00.30","3","Open-end, box and combination open-end and box wrenches","[""No.""]","","","","",""
"8204.11.00.60","3","Other (including parts)","[""No.""]","","","","",""
"8204.12.00.00","2","Adjustable, and parts thereof","[""No.""]","9%","Free (A,AU,BH,CL,CO,D,E,IL,JO,KR,MA,OM,P,PA,PE,S,SG)","45%","",""
"8204.20.00.00","1","Socket wrenches, with or without handles, drives and extensions, and parts thereof","[""No.""]","9%","Free (A,AU,BH,CL,CO,D,E,IL,JO,KR,MA,OM,P,PA,PE,S,SG)","45%","",""
"8205","0","Handtools (including glass cutters) not elsewhere specified or included; blow torches and similar self-contained torches; vises, clamps and the like, other than accessories for and parts of machine tools or water-jet cutting machines; anvils; portable forges; hand- or pedal-operated grinding wheels with frameworks; base metal parts thereof:","","","","","",""
"8205.10.00.00","1","Drilling, threading or tapping tools, and parts thereof","[""No.""]","6.2%","Free (A,AU,BH,CL,CO,D,E,IL,JO,KR,MA,OM,P,PA,PE,S,SG)","45%","",""
"8205.20","1","Hammers and sledge hammers, and parts thereof:","","","","","",""
"8205.20.30.00","2","With heads not over 1.5 kg each","[""No.""]","6.2%","Free (A,AU,BH,CL,CO,D,E,IL,JO,KR,MA,OM,P,PA,PE,S,SG)","45%","",""
"8205.20.60.00","2","With heads over 1.5 kg each","[""No.""]","Free","","20%","",""
"8205.30","1","Planes, chisels, gouges and similar cutting tools for working wood, and parts thereof:","","","","","",""
"8205.30.30.00","2","With cutting part containing by weight over 0.2 percent of chromium, molybdenum, or tungsten or over 0.1 percent of vanadium","[""No.""]","5.7%","Free (A,AU,BH,CL,CO,D,E,IL,JO,KR,MA,OM,P,PA,PE,S,SG)","60%","",""
"8205.30.60.00","2","Other (including parts)","[""No.""]","5%","Free (A,AU,BH,CL,CO,D,E,IL,JO,KR,MA,OM,P,PA,PE,S,SG)","45%","",""
"8205.40.00.00","1","Screwdrivers, and parts thereof","[""No.""]","6.2%","Free (A,AU,BH,CL,CO,D,E,IL,JO,KR,MA,OM,P,PA,PE,S,SG) 3.1% (JP)","45%","",""
"","1","Other handtools (including glass cutters) and parts thereof:","","","","","",""
"8205.51","2","Household tools, and parts thereof:","","","","","",""
"","3","Of iron or steel:","","","","","",""
"8205.51.15.00","4","Carving and butcher steels, with or without handles","[""No.""]","Free","","8¢ each + 45%","",""
"8205.51.30","4","Other (including parts)","","3.7%","Free (A*,AU,BH,CL,CO,D,E,IL,JO,KR,MA,OM,P,PA,PE,S,SG)","40%","",""
"8205.51.30.30","5","Kitchen and table implements","[""No.""]","","","","",""
"8205.51.30.60","5","Other (including parts)","[""No.""]","","","","",""
"8205.51.45.00","3","Of copper","[""No.""]","Free","","40%","",""
"8205.51.60.00","3","Of aluminum","[""kg""]","2.2¢/kg + 5%","Free (A*,AU,BH,CL,CO,D,E,IL,JO,KR,MA,OM,P,PA,PE,S,SG)","19¢/kg + 40%","",""
"8205.51.75.00","3","Other","[""No.""]","3.7%","Free (A*,AU,BH,CL,CO,D,E,IL,JO,KR,MA,OM,P,PA,PE,S,SG)","40%","",""
"8205.59","2","Other:","","","","","",""
"8205.59.10.00","3","Pipe tools, and parts thereof","[""No.""]","7.2%","Free (A,AU,BH,CL,CO,D,E,IL,JO,KR,MA,OM,P,PA,PE,S,SG) 3.6% (JP)","45%","",""
"8205.59.20.00","3","Powder-actuated handtools, and parts thereof","[""No.""]","Free","","27.5%","",""
"8205.59.30","3","Crowbars, track tools and wedges, and parts thereof","","Free","","3¢/kg","",""
"8205.59.30.10","4","Crowbars","[""kg"",""No.""]","","","","",""
"8205.59.30.80","4","Other","[""kg"",""No.""]","","","","",""
"","3","Other:","","","","","",""
"","4","Of iron or steel","","","","","",""
"8205.59.45.00","5","Caulking guns","[""No.""]","5.3%","Free (A,AU,BH,CL,CO,D,E,IL,JO,KR,MA,OM,P,PA,PE,S,SG)","40%","",""
"8205.59.55","5","Other","","5.3%","Free (A,AU,BH,CL,CO,D,E,IL,JO,KR,MA,OM,P,PA,PE,S,SG)","40%","",""
"","6","Edged handtools:","","","","","",""
"8205.59.55.05","7","Single edge razor blades other than for shaving","[""No.""]","","","","",""
"8205.59.55.10","7","Other","[""No.""]","","","","",""
"8205.59.55.60","6","Other (including parts)","[""No.""]","","","","",""
"8205.59.60.00","4","Of copper","[""No.""]","Free","","40%","",""
"8205.59.70.00","4","Of aluminum","[""kg""]","1.5¢/kg + 3.5%","Free (A,AU,BH,CL,CO,D,E,IL,JO,KR,MA,OM,P,PA,PE,S,SG)","19¢/kg + 40%","",""
"8205.59.80.00","4","Other","[""No.""]","3.7%","Free (A,AU,BH,CL,CO,D,E,IL,JO,KR,MA,OM,P,PA,PE,S,SG)","40%","",""
"8205.60.00.00","1","Blow torches and similar self-contained torches, and parts thereof","[""No.""]","2.9%","Free (A,AU,BH,CL,CO,D,E,IL,JO,KR,MA,OM,P,PA,PE,S,SG)","45%","",""
"8205.70.00","1","Vises, clamps and the like, and parts thereof","","5%","Free (A,AU,BH,CL,CO,D,E,IL,JO,KR,MA,OM,P,PA,PE,S,SG)","45%","",""
"","2","Vises:","","","","","",""
"8205.70.00.30","3","Pipe","[""No.""]","","","","",""
"8205.70.00.60","3","Other","[""No.""]","","","","",""
"8205.70.00.90","2","Other (including parts)","[""No.""]","","","","",""
"8205.90","1","Other, including sets of articles of two or more subheadings of this heading:","","","","","",""
"8205.90.10.00","2","Anvils; portable forges; hand- or pedal-operated grinding wheels with frameworks; base metal parts thereof","[""No.""]","Free","","6%","",""
"8205.90.60.00","2","Sets of articles of two or more of the foregoing subheadings","[""pcs""]","The rate of duty applicable to that article in the set subject to the highest rate of duty","Free (A+,AU,BH,CL,CO,D,E,IL, JO,KR,MA, OM,P,PA,PE,S,SG)","The rate of duty applicable to that article in the set subject to the highest rate of duty","",""
"8206.00.00.00","0","Tools of two or more of headings 8202 to 8205, put up in sets for retail sale","[""pcs""]","The rate of duty applicable to that article in the set subject to the highest rate of duty","Free (A+,AU,BH,CL,CO,D,E,IL, JO,KR,MA, OM,P,PA,PE,S,SG)","The rate of duty applicable to that article in the set subject to the highest rate of duty","",""
"8207","0","Interchangeable tools for handtools, whether or not power operated, or for machine-tools (for example, for pressing, stamping, punching, tapping, threading, drilling, boring, broaching, milling, turning or screwdriving), including dies for drawing or extruding metal, and rock drilling or earth boring tools; base metal parts thereof:","","","","","",""
"","1","Rock drilling or earth boring tools, and parts thereof:","","","","","",""
"8207.13.00.00","2","With working part of cermets","[""No.""]","3.6%","Free (A,AU,BH,CL,CO,D,E,IL,JO,KR,MA,OM,P,PA,PE,S,SG)","60%","",""
"8207.19","2","Other, including parts:","","","","","",""
"8207.19.30","3","With cutting part containing by weight over 0.2 percent of chromium, molybdenum, or tungsten or over 0.1 percent of vanadium","","5%","Free (A*,AU,BH,CL,CO,D,E,IL,JO,KR,MA,OM,P,PA,PE,S,SG)","60%","",""
"8207.19.30.30","4","Percussion rock drill bits","[""No.""]","","","","",""
"","4","Other:","","","","","",""
"8207.19.30.60","5","Rotary rock drill bits, core bits and reamers","[""No.""]","","","","",""
"8207.19.30.90","5","Other","[""No.""]","","","","",""
"8207.19.60","3","Other","","2.9%","Free (A*,AU,BH,CL,CO,D,E,IL,JO,JP,KR,MA,OM,P,PA,PE,S,SG)","35%","",""
"8207.19.60.30","4","Percussion rock drill bits","[""No.""]","","","","",""
"","4","Other:","","","","","",""
"","5","Rotary rock drill bits, core bits and reamers:","","","","","",""
"8207.19.60.65","6","With working part of diamonds","[""No.""]","","","","",""
"8207.19.60.70","6","Other","[""No.""]","","","","",""
"8207.19.60.90","5","Other","[""No.""]","","","","",""
"8207.20.00","1","Dies for drawing or extruding metal, and parts thereof","","3.9%","Free (A*,AU,BH,CL,CO,D,E,IL,JO,JP,KR,MA,OM,P,PA,PE,S,SG)","30%","",""
"8207.20.00.30","2","Diamond wire drawing dies","[""No."",""kg""]","","","","",""
"8207.20.00.40","2","Other dies","[""No."",""kg""]","","","","",""
"8207.20.00.70","2","Parts","[""No."",""kg""]","","","","",""
"8207.30","1","Tools for pressing, stamping or punching, and parts thereof:","","","","","",""
"8207.30.30","2","Suitable for cutting metal, and parts thereof","","5.7%","Free (A,AU,BH,CL,CO,D,E,IL,JO,KR,MA,OM,P,PA,PE,S,SG) 2.85% (JP)","60%","",""
"8207.30.30.20","3","Tools","[""No."",""kg""]","","","","",""
"8207.30.30.50","3","Parts","[""No."",""kg""]","","","","",""
"8207.30.60","2","Not suitable for cutting metal, and parts thereof","","2.9%","Free (A,AU,BH,CL,CO,D,E,IL,JO,JP,KR,MA,OM,P,PA,PE,S,SG)","35%","",""
"8207.30.60.32","3","Stamping dies not suitable for cutting metal","[""No."",""kg""]","","","","",""
"8207.30.60.62","3","Metal forming dies, including thread-rolling dies","[""No."",""kg""]","","","","",""
"8207.30.60.92","3","Other tools","[""No."",""kg""]","","","","",""
"8207.30.60.95","3","Parts","[""No."",""kg""]","","","","",""
"8207.40","1","Tools for tapping or threading, and parts thereof:","","","","","",""
"8207.40.30.00","2","With cutting part containing by weight over 0.2 percent of chromium, molybdenum, or tungsten or over 0.1 percent of vanadium","[""No.""]","5.7%","Free (A,AU,BH,CL,CO,D,E,IL,JO,KR,MA,OM,P,PA,PE,S,SG) 2.85% (JP)","60%","",""
"8207.40.60.00","2","Other","[""No.""]","4.8%","Free (A,AU,BH,CL,CO,D,E,IL,JO,JP,KR,MA,OM,P,PA,PE,S,SG)","50%","",""
"8207.50","1","Tools for drilling, other than for rock drilling, and parts thereof:","","","","","",""
"8207.50.20","2","With cutting part containing by weight over 0.2 percent of chromium, molybdenum, or tungsten or over 0.1 percent of vanadium","","5%","Free (A,AU,BH,CL,CO,D,E,IL,JO,JP,KR,MA,OM,P,PA,PE,S,SG)","60%","",""
"8207.50.20.30","3","Masonry drills","[""No.""]","","","","",""
"","3","Twist drills:","","","","","",""
"8207.50.20.45","4","Brad point","[""No.""]","","","","",""
"8207.50.20.55","4","Other","[""No.""]","","","","",""
"","3","Other:","","","","","",""
"8207.50.20.70","4","For woodworking","[""No.""]","","","","",""
"8207.50.20.80","4","Other","[""No.""]","","","","",""
"","2","Other:","","","","","",""
"8207.50.40","3","Suitable for cutting metal, and parts thereof","","8.4%","Free (A,AU,BH,CL,CO,D,E,IL,JO,KR,MA,OM,P,PA,PE,S,SG)","50%","",""
"8207.50.40.30","4","Twist drills","[""No.""]","","","","",""
"8207.50.40.60","4","Other","[""No.""]","","","","",""
"","3","Not suitable for cutting metal, and parts thereof:","","","","","",""
"8207.50.60.00","4","For handtools, and parts thereof","[""No.""]","5.2%","Free (A,AU,BH,CL,CO,D,E,IL,JO,KR,MA,OM,P,PA,PE,S,SG)","45%","",""
"8207.50.80.00","4","Other","[""No.""]","2.9%","Free (A,AU,BH,CL,CO,D,E,IL,JO,KR,MA,OM,P,PA,PE,S,SG)","35%","",""
"8207.60.00","1","Tools for boring or broaching, and parts thereof","","4.8%","Free (A,AU,BH,CL,CO,D,E,IL,JO,JP,KR,MA,OM,P,PA,PE,S,SG)","60%","",""
"8207.60.00.30","2","Broaches","[""No.""]","","","","",""
"8207.60.00.35","2","Reamers, except gun reamers","[""No.""]","","","","",""
"8207.60.00.61","2","Other (including parts thereof)","[""No.""]","","","","",""
"8207.70","1","Tools for milling, and parts thereof:","","","","","",""
"8207.70.30","2","With cutting part containing by weight over 0.2 percent of chromium, molybdenum, or tungsten or over 0.1 percent of vanadium","","5%","Free (A*,AU,BH,CL,CO,D,E,IL,JO,JP,KR,MA,OM,P,PA,PE,S,SG)","60%","",""
"8207.70.30.30","3","End milling cutters","[""No.""]","","","","",""
"8207.70.30.40","3","Router bits for woodworking","[""No.""]","","","","",""
"8207.70.30.60","3","Other","[""No.""]","","","","",""
"8207.70.60","2","Other","","2.9%","Free (A*,AU,BH,CL,CO,D,E,IL,JO,JP,KR,MA,OM,P,PA,PE,S,SG)","35%","",""
"8207.70.60.30","3","End milling cutters","[""No.""]","","","","",""
"8207.70.60.40","3","Router bits not suitable for cutting metal","[""No.""]","","","","",""
"8207.70.60.60","3","Other (including parts)","[""No.""]","","","","",""
"8207.80","1","Tools for turning:","","","","","",""
"8207.80.30.00","2","With cutting part containing by weight over 0.2 percent of chromium, molybdenum, or tungsten or over 0.1 percent of vanadium","[""No.""]","4.8%","Free (A,AU,BH,CL,CO,D,E,IL,JO,KR,MA,OM,P,PA,PE,S,SG)","60%","",""
"8207.80.60.00","2","Other","[""No.""]","3.7%","Free (A,AU,BH,CL,CO,D,E,IL,JO,KR,MA,OM,P,PA,PE,S,SG)","35%","",""
"8207.90","1","Other interchangeable tools, and parts thereof:","","","","","",""
"8207.90.15.00","2","Files and rasps, including rotary files and rasps, and parts thereof","[""doz.""]","1.6%","Free (A*,AU,BH,CL,CO,D,E,IL,JO,KR,MA,OM,P,PA,PE,S,SG)","15%","",""
"","2","Other:","","","","","",""
"8207.90.30","3","Cutting tools with cutting part containing by weight over 0.2 percent of chromium, molybdenum, or tungsten or over 0.1 percent of vanadium","","5%","Free (A*,AU,BH,CL,CO,D,E,IL,JO,KR,MA,OM,P,PA,PE,S,SG)","60%","",""
"8207.90.30.30","4","Hobs and other gear cutting tools","[""No.""]","","","","",""
"","4","For woodworking:","","","","","",""
"8207.90.30.75","5","Cutterheads with interchangeable tools","[""No.""]","","","","",""
"8207.90.30.80","5","Other","[""No.""]","","","","",""
"8207.90.30.85","4","Other","[""No.""]","","","","",""
"","3","Other:","","","","","",""
"8207.90.45.00","4","Suitable for cutting metal, and parts thereof","[""No.""]","4.8%","Free (A*,AU,BH,CL,CO,D,E,IL,JO,KR,MA,OM,P,PA,PE,S,SG)","50%","",""
"","4","Not suitable for cutting metal, and parts thereof:","","","","","",""
"8207.90.60.00","5","For handtools, and parts thereof","[""No.""]","4.3%","Free (A*,AU,BH,CL,CO,D,E,IL,JO,KR,MA,OM,P,PA,PE,S,SG)","45%","",""
"8207.90.75","5","Other","","3.7%","Free (A*,AU,BH,CL,CO,D,E,IL,JO,JP,KR,MA,OM,P,PA,PE,S,SG)","35%","",""
"8207.90.75.45","6","Cutterheads with interchangeable tools","[""No.""]","","","","",""
"8207.90.75.85","6","Other","[""No.""]","","","","",""
"8208","0","Knives and cutting blades, for machines or for mechanical appliances, and base metal parts thereof:","","","","","",""
"8208.10.00","1","For metal working, and parts thereof","","Free","","20%","",""
"8208.10.00.30","2","Over 30.5 cm in length, for metal shearing machines or over 15.2 cm in diameter for metal shearing/slitting machines","[""No.""]","","","","",""
"8208.10.00.60","2","Other (including parts)","[""No.""]","","","","",""
"8208.20.00","1","For wood working, and parts thereof","","Free","","20%","",""
"8208.20.00.30","2","Over 73.7 cm in length, for veneer-cutting machines","[""No.""]","","","","",""
"8208.20.00.60","2","Over 15.2 cm in length, for wood-chipper machines","[""No.""]","","","","",""
"8208.20.00.90","2","Other (including parts)","[""No.""]","","","","",""
"8208.30.00","1","For kitchen appliances or for machines used by the food industry, and parts thereof","","Free","","20%","",""
"8208.30.00.30","2","For meat-slicing, meat-cutting or meat-chopping machines","[""No.""]","","","","",""
"8208.30.00.60","2","Other (including parts)","[""No.""]","","","","",""
"8208.40","1","For agricultural, horticultural or forestry machines, and parts thereof:","","","","","",""
"8208.40.30.00","2","Lawnmower blades","[""No.""]","Free","","20%","",""
"8208.40.60.00","2","Other (including parts)","[""No.""]","Free","","Free","",""
"8208.90","1","Other:","","","","","",""
"8208.90.30.00","2","For shoe machinery","[""No.""]","Free","","Free","",""
"8208.90.60.00","2","Other (including parts)","[""No.""]","Free","","20%","",""
"8209.00.00","0","Plates, sticks, tips and the like for tools, unmounted, of cermets","","4.6%","Free (A,AU,BH,CL,CO,D,E,IL,JO,JP,KR,MA,OM,P,PA,PE,S,SG)","60%","",""
"8209.00.00.30","1","Of sintered metal carbides","[""kg""]","","","","",""
"8209.00.00.60","1","Of other cermets","[""kg""]","","","","",""
"8210.00.00.00","0","Hand-operated mechanical appliances, weighing 10 kg or less, used in the preparation, conditioning or serving of food or drink, and base metal parts thereof","[""No.""]","3.7%","Free (A*,AU,BH,CL,CO,D,E,IL,JO,KR,MA,OM,P,PA,PE,S,SG)","40%","",""
"8211","0","Knives with cutting blades, serrated or not (including pruning knives), other than knives of heading 8208, and blades and other base metal parts thereof:","","","","","",""
"8211.10.00.00","1","Sets of assorted articles","[""pcs""]","The rate of duty applicable to that article in the set subject to the highest rate of duty","Free (AU,BH, CL,CO,D,E,IL, JO,KR,MA, OM,P,PA,PE,S,SG)","The rate of duty appli- cable to that article in the set subject to the high- est rate of duty","",""
"","1","Other:","","","","","",""
"8211.91","2","Table knives having fixed blades:","","","","","",""
"8211.91.10.00","3","Knives with silver-plated handles","[""No.""]","Free","","8¢ each + 45%","",""
"","3","Knives with stainless steel handles:","","","","","",""
"","4","With handles containing nickel or containing over 10 percent by weight of manganese:","","","","","",""
"8211.91.20.00","5","Valued under 25¢ each, not over 25.9 cm in overall length","[""pcs""]","0.4¢ each + 6.4%","Free (A+,AU,BH,CL,CO,D,E, IL,JO,KR,MA,OM,P,PA, PE,S,SG)","2¢ each + 45%","",""
"8211.91.25.00","5","Other","[""pcs""]","0.4¢ each + 6.8%","Free (AU,BH, CL,CO,D,E,IL, JO,KR,MA, OM,P,PA,PE,S,SG)","2¢ each + 45%","",""
"","4","Other:","","","","","",""
"8211.91.30.00","5","Valued under 25¢ each, not over 25.9 cm in overall length","[""pcs""]","0.9¢ each + 10.6%","Free (AU,BH,CL,CO,D,E,IL,JO,KR,MA,OM,P,PA,PE,S,SG)","2¢ each + 45%","",""
"8211.91.40.00","5","Other","[""pcs""]","0.3¢ each + 3.7%","Free (AU,BH, CL,CO,D,E,IL, JO,KR,MA, OM,P,PA,PE,S,SG)","2¢ each + 45%","",""
"8211.91.50","3","Knives with rubber or plastic handles","","0.7¢ each + 3.7%","Free (A*,AU,BH,CL,CO,D,E,IL,JO,KR,MA,OM,P,PA,PE,S,SG)","8¢ each + 45%","",""
"8211.91.50.30","4","Steak knives","[""No.""]","","","","",""
"8211.91.50.60","4","Other","[""No.""]","","","","",""
"8211.91.80","3","Other","","0.3¢ each + 4.9%","Free (A*,AU,BH,CL,CO,D,E,IL,JO,KR,MA,OM,P,PA,PE,S,SG)","8¢ each + 45%","",""
"8211.91.80.30","4","Steak knives","[""No.""]","","","","",""
"8211.91.80.60","4","Other","[""No.""]","","","","",""
"8211.92","2","Other knives having fixed blades:","","","","","",""
"","3","With rubber or plastic handles:","","","","","",""
"8211.92.20.00","4","Kitchen and butcher knives","[""No.""]","0.8¢ each + 4.6%","Free (A*,AU,BH,CL,CO,D,E,IL,JO,KR,MA,OM,P,PA,PE,S,SG)","8¢ each + 45%","",""
"8211.92.40","4","Other","","1¢ each + 4.6%","Free (A*,AU,BH,CL,CO,D,E,IL,JO,KR,MA,OM,P,PA,PE,S,SG)","8¢ each + 45%","",""
"8211.92.40.50","5","Sheath-type knives","[""No.""]","","","","",""
"8211.92.40.60","5","Other","[""No.""]","","","","",""
"","3","Other:","","","","","",""
"8211.92.60.00","4","Hunting knives with wood handles","[""No.""]","4.4%","Free (A*,AU,BH,CL,CO,D,E,IL,JO,KR,MA,OM,P,PA,PE,S,SG)","8¢ each + 45%","",""
"8211.92.90","4","Other","","0.4¢ each + 6.1%","Free (A*,AU,BH,CL,CO,D,E,IL,JO,KR,MA,OM,P,PA,PE,S,SG)","8¢ each + 45%","",""
"8211.92.90.30","5","Kitchen and butcher knives","[""No.""]","","","","",""
"8211.92.90.45","5","Sheath-type knives","[""No.""]","","","","",""
"8211.92.90.60","5","Other","[""No.""]","","","","",""
"8211.93.00","2","Knives having other than fixed blades","","3¢ each + 5.4%","Free (A*,AU,BH,CL,CO,D,E,IL,JO,KR,MA,OM,P,PA,PE,S,SG)","35¢ each + 55%","",""
"8211.93.00.31","3","Folding two-handled multi-use tools in which one or more tools are housed in each handle and one or more of the tools is a folding knife blade","[""No.""]","","","","",""
"8211.93.00.35","3","Pen knives, pocket knives and other knives which have folding blades","[""No.""]","","","","",""
"8211.93.00.60","3","Other (including parts)","[""No.""]","","","","",""
"8211.94","2","Blades:","","","","","",""
"8211.94.10.00","3","For knives having fixed blades","[""No.""]","0.16¢ each + 2.2%","Free (A,AU,BH,CL,CO,D,E,IL,JO,KR,MA,OM,P,PA,PE,S,SG)","8¢ each + 45%","",""
"8211.94.50.00","3","Other","[""No.""]","1¢ each + 5.4%","Free (A,AU,BH,CL,CO,D,E,IL,JO,KR,MA,OM,P,PA,PE,S,SG)","11¢ each + 55%","",""
"8211.95","2","Handles of base metal:","","","","","",""
"8211.95.10.00","3","For table knives having fixed blades","[""No.""]","0.3¢ each + 4.9%","Free (A,AU,BH,CL,CO,D,E,IL,JO,KR,MA,OM,P,PA,PE,S,SG)","8¢ each + 45%","",""
"8211.95.50.00","3","For other knives having fixed blades","[""No.""]","0.4¢ each + 6.1%","Free (A,AU,BH,CL,CO,D,E,IL,JO,KR,MA,OM,P,PA,PE,S,SG)","8¢ each + 45%","",""
"8211.95.90.00","3","Other","[""No.""]","3¢ each + 5.4%","Free (A,AU,BH,CL,CO,D,E,IL,JO,KR,MA,OM,P,PA,PE,S,SG)","35¢ each + 55%","",""
"8212","0","Razors and razor blades (including razor blade blanks in strips), and base metal parts thereof:","","","","","",""
"8212.10.00.00","1","Razors","[""No.""]","Free","","10¢ each + 30%","",""
