HTS Number,Indent,Description,Unit of Quantity,General Rate of Duty,Special Rate of Duty,Column 2 Rate of Duty,Quota Quantity,Additional Duties
"","3","Wheels and parts thereof, and any of such wheels or parts imported with axles fitted in them:","","","","","",""
"8607.19.12.00","4","Wheels, whether or not fitted with axles","[""kg""]","Free","","2.2¢/kg","",""
"8607.19.15.00","4","Parts of wheels","[""kg""]","Free","","2.2¢/kg","",""
"8607.19.30","3","Parts of truck assemblies of vehicles of heading 8605 or 8606","","3.6%","Free (A,AU,BH,CL,CO,D,E,IL,JO,KR,MA,OM,P,PA,PE,S,SG)","45%","",""
"8607.19.30.10","4","Bolsters","[""kg""]","","","","",""
"8607.19.30.20","4","Side frames","[""kg""]","","","","",""
"8607.19.30.90","4","Other","[""kg""]","","","","",""
"8607.19.90.00","3","Other","[""kg""]","2.6%","Free (A,AU,BH,CL,CO,D,E,IL,JO,JP,KR,MA,OM,P,PA,PE,S,SG)","35%","",""
"","1","Brakes and parts thereof:","","","","","",""
"8607.21","2","Air brakes and parts thereof:","","","","","",""
"8607.21.10.00","3","For vehicles of heading 8605 or 8606","[""kg""]","3.6%","Free (A,AU,BH,CL,CO,D,E,IL,JO,KR,MA,OM,P,PA,PE,S,SG)","45%","",""
"8607.21.50.00","3","Other","[""kg""]","3.9%","Free (A,AU,BH,CL,CO,D,E,IL,JO,KR,MA,OM,P,PA,PE,S,SG)","35%","",""
"8607.29","2","Other:","","","","","",""
"8607.29.10.00","3","For vehicles of heading 8605 or 8606","[""kg""]","3.6%","Free (A,AU,BH,CL,CO,D,E,IL,JO,KR,MA,OM,P,PA,PE,S,SG)","45%","",""
"8607.29.50.00","3","Other","[""kg""]","2.6%","Free (A,AU,BH,CL,CO,D,E,IL,JO,KR,MA,OM,P,PA,PE,S,SG)","35%","",""
"8607.30","1","Hooks and other coupling devices, buffers, and parts thereof:","","","","","",""
"8607.30.10","2","For vehicles of heading 8605 or 8606","","3.6%","Free (A,AU,BH,CL,CO,D,E,IL,JO,KR,MA,OM,P,PA,PE,S,SG)","45%","",""
"8607.30.10.10","3","Assembled freight rail couplers","[""kg""]","","","","",""
"8607.30.10.50","3","Freight rail coupler parts","[""kg""]","","","","",""
"8607.30.10.90","3","Other","[""kg""]","","","","",""
"8607.30.50.00","2","Other","[""kg""]","2.6%","Free (A,AU,BH,CL,CO,D,E,IL,JO,KR,MA,OM,P,PA,PE,S,SG)","35%","",""
"","1","Other:","","","","","",""
"8607.91.00.00","2","Of locomotives","[""kg""]","Free","","35%","",""
"8607.99","2","Other:","","","","","",""
"8607.99.10.00","3","For vehicles of heading 8605 or 8606, except brake regulators","[""kg""]","2.8%","Free (A*,AU,BH,CL,CO,D,E,IL,JO,KR,MA,OM,P,PA,PE,S,SG)","45%","",""
"8607.99.50.00","3","Other","[""kg""]","3.1%","Free (A*,AU,BH,CL,CO,D,E,IL,JO,JP,KR,MA,OM,P,PA,PE,S,SG)","35%","",""
"8608.00.00.00","0","Railway or tramway track fixtures and fittings; mechanical (including electro-mechanical) signaling, safety or traffic control equipment for railways, tramways, roads, inland waterways, parking facilities, port installations or airfields; parts of the foregoing","[""kg""]","3.8%","Free (A,AU,BH,CL,CO,D,E,IL,JO,KR,MA,OM,P,PA,PE,S,SG)","45%","",""
"8609.00.00.00","0","Containers (including containers for the transport of fluids) specially designed and equipped for carriage by one or more modes of transport","[""No.""]","Free","","25%","",""
