HTS Number,Indent,Description,Unit of Quantity,General Rate of Duty,Special Rate of Duty,Column 2 Rate of Duty,Quota Quantity,Additional Duties
"5911.10","1","Textile fabrics, felt and felt-lined woven fabrics, coated, covered or laminated with rubber, leather or other material, of a kind used for card clothing, and similar fabrics of a kind used for other technical purposes, including narrow fabrics made of velvet impregnated with rubber, for covering weaving spindles (weaving beams):","","","","","",""
"5911.10.10.00","2","Printers' rubberized blankets","[""kg""]","2.9%","Free (AU,BH, CL,CO,E*,IL, JO,KR,MA,OM, P,PA,PE,S,SG)","40%","",""
"5911.10.20.00","2","Other","[""kg""]","3.8%","Free (AU,BH, CL,CO,E*,IL, JO,KR,MA,OM, P,PA,PE,S,SG)","68.5%","",""
"5911.20","1","Bolting cloth, whether or not made up:","","","","","",""
"5911.20.10.00","2","Fabrics principally used for stenciling purposes in screen-process printing","[""m<sup>2<\/sup>"",""kg""]","3.3%","Free (AU,BH, CL,CO,E*,IL, JO,KR,MA,OM, P,PA,PE,S,SG)","62%","",""
"","2","Other:","","","","","",""
"5911.20.20.00","3","Of silk","[""m<sup>2<\/sup>"",""kg""]","Free","","Free","",""
"5911.20.30.00","3","Other (229)","[""m<sup>2<\/sup>"",""<u>kg<\/u>""]","Free","","63%","",""
"","1","Textile fabrics and felts, endless or fitted with linking devices, of a kind used in papermaking or similar machines (for example, for pulp or asbestos-cement):","","","","","",""
"5911.31.00","2","Weighing less than 650 g/m<sup>2</sup>","","3.8%","Free (AU,BH, CL,CO,E*,IL, JO,KR, MA,OM, P,PA,PE,S,SG)","68.5%","",""
"5911.31.00.10","3","Press felts","[""m<sup>2<\/sup>"",""kg""]","","","","",""
"5911.31.00.20","3","Dryer felts and dryer fabrics","[""m<sup>2<\/sup>"",""kg""]","","","","",""
"5911.31.00.30","3","Paper-forming fabrics","[""m<sup>2<\/sup>"",""kg""]","","","","",""
"5911.31.00.80","3","Other","[""m<sup>2<\/sup>"",""kg""]","","","","",""
"5911.32.00","2","Weighing 650 g/m<sup>2</sup> or more","","3.8%","Free (AU,BH, CL,CO,E*,IL, JO,KR,MA,OM, P,PA,PE,S,SG)","68.5%","",""
"5911.32.00.10","3","Press felts","[""m<sup>2<\/sup>"",""kg""]","","","","",""
"5911.32.00.20","3","Dryer felts and dryer fabrics","[""m<sup>2<\/sup>"",""kg""]","","","","",""
"5911.32.00.30","3","Paper-forming fabrics","[""m<sup>2<\/sup>"",""kg""]","","","","",""
"5911.32.00.80","3","Other","[""m<sup>2<\/sup>"",""kg""]","","","","",""
"5911.40.01.00","1","Filtering or straining cloth of a kind used in oil presses or the like, including that of human hair","[""m<sup>2<\/sup>"",""kg""]","8%","Free (A,AU,BH,CL,CO,D,E,IL,JO,KR,MA,OM,P,PA,PE,S,SG)","81%","",""
"5911.90.00","1","Other","","3.8%","Free (AU,B,BH, CL,CO,E*,IL, JO,KR,MA,OM,P,PA, PE,S,SG)","68.5%","",""
"5911.90.00.40","2","Cords, braids and the like of a kind used in industry as packing or lubricating material","[""kg""]","","","","",""
"5911.90.00.80","2","Other","[""kg""]","","","","",""
