HTS Number,Indent,Description,Unit of Quantity,General Rate of Duty,Special Rate of Duty,Column 2 Rate of Duty,Quota Quantity,Additional Duties
"4908.90.00.00","1","Other","[""kg""]","Free","","88¢/kg","",""
"4909.00","0","Printed or illustrated postcards; printed cards bearing personal greetings, messages or announcements, whether or not illustrated, with or without envelopes or trimmings:","","","","","",""
"4909.00.20.00","1","Postcards","[""thousands""]","Free","","25%","",""
"4909.00.40.00","1","Other","[""kg""]","Free","","45%","",""
"4910.00","0","Calendars of any kind, printed, including calendar blocks:","","","","","",""
"","1","Printed on paper or paperboard in whole or in part by a lithographic process:","","","","","",""
"4910.00.20.00","2","Not over 0.51 mm in thickness","[""kg""]","Free","","66¢/kg","",""
"4910.00.40.00","2","Over 0.51 mm in thickness","[""kg""]","Free","","19¢/kg","",""
"4910.00.60.00","1","Other","[""kg""]","Free","","35%","",""
"4911","0","Other printed matter, including printed pictures and photographs:","","","","","",""
"4911.10.00","1","Trade advertising material, commercial catalogs and the like","","Free","","Free","",""
"4911.10.00.20","2","Printed catalogs relating principally to current offers for the sale of United States products","[""No.""]","","","","",""
"4911.10.00.40","2","Printed catalogs, price lists or trade notices, relating to offers, by a person whose principal place of business or bonafide residence is in a foreign country, to sell or rent products of a foreign country or to furnish foreign or international transportation or commercial insurance services","[""No.""]","","","","",""
"4911.10.00.60","2","Tourist and other literature (including posters), containing geographic, historical, hotel, institutional, timetable, travel or similar information, principally with respect to places, travel facilities or educational opportunities outside the customs territory of the United States","[""kg""]","","","","",""
"4911.10.00.80","2","Other","[""kg""]","","","","",""
"","1","Other:","","","","","",""
"4911.91","2","Pictures, designs and photographs:","","","","","",""
"4911.91.10.00","3","Printed over 20 years at time of importation","[""kg""]","Free","","Free","",""
"","3","Printed not over 20 years at time of importation:","","","","","",""
"4911.91.15.00","4","Suitable for use in the production of articles of heading 4901","[""kg""]","Free","","Free","",""
"","4","Other:","","","","","",""
"","5","Lithographs on paper or paperboard:","","","","","",""
"4911.91.20","6","Not over 0.51 mm in thickness","","Free","","66¢/kg","",""
"4911.91.20.20","7","Posters","[""kg""]","","","","",""
"4911.91.20.40","7","Other","[""kg""]","","","","",""
"4911.91.30.00","6","Over 0.51 mm in thickness","[""kg""]","Free","","19.3¢/kg","",""
"4911.91.40","5","Other","","Free","","25%","",""
"4911.91.40.20","6","Posters","[""kg""]","","","","",""
"4911.91.40.40","6","Other","[""kg""]","","","","",""
"4911.99","2","Other:","","","","","",""
"4911.99.20.00","3","International customs forms (carnets) and parts thereof, in English or French (whether or not in additional languages)","[""kg""]","Free","","Free","",""
"","3","Other:","","","","","",""
"4911.99.60.00","4","Printed on paper in whole or in part by a lithographic process","[""kg""]","Free","","66¢/kg + 0.4%","",""
"4911.99.80.00","4","Other","[""kg""]","Free","","35%","",""
