HTS Number,Indent,Description,Unit of Quantity,General Rate of Duty,Special Rate of Duty,Column 2 Rate of Duty,Quota Quantity,Additional Duties
"4802.57.10","3","Writing and cover paper","","Free","","28%","",""
"4802.57.10.40","4","With one side equal to 965 mm and the other side equal to 635 mm in the unfolded state","[""kg""]","","","","",""
"4802.57.10.85","4","Other","[""kg""]","","","","",""
"4802.57.20.00","3","Drawing paper","[""kg""]","Free","","15.5%","",""
"4802.57.30.00","3","India and bible paper","[""kg""]","Free","","18%","",""
"4802.57.40","3","Other","","Free","","11.5%","",""
"4802.57.40.40","4","With one side equal to 965 mm and the other side equal to 635 mm in the unfolded state","[""kg""]","","","","",""
"4802.57.40.85","4","Other","[""kg""]","","","","",""
"4802.58","2","Weighing more than <il>150 g/m²:</il>","","","","","",""
"","3","In strips or rolls of a width exceeding <il>15 cm</il> or in rectangular (including square) sheets with one side exceeding <il>36 cm</il> and the other side exceeding <il>15 cm</il> in the unfolded state:","","","","","",""
"4802.58.10.00","4","Writing and cover paper","[""kg""]","Free","","30%","",""
"4802.58.20","4","Other","","Free","","24.5%","",""
"4802.58.20.20","5","Drawing paper","[""kg""]","","","","",""
"4802.58.20.40","5","Bristols","[""kg""]","","","","",""
"4802.58.20.80","5","Other","[""kg""]","","","","",""
"","3","Other:","","","","","",""
"4802.58.50.00","4","Basic paper to be sensitized for use in photography","[""kg"",""m²""]","Free","","5%","",""
"4802.58.60","4","Other","","Free","","30%","",""
"4802.58.60.20","5","Containing by weight <il>25 percent</il> or more cotton fiber","[""kg""]","","","","",""
"4802.58.60.40","5","Other","[""kg""]","","","","",""
"","1","Other paper and paperboard, of which more than <il>10 percent</il> by weight of the total fiber content consists of fibers obtained by a mechanical or chemi-mechanical process:","","","","","",""
"4802.61","2","In rolls:","","","","","",""
"","3","Of a width exceeding <il>15 cm:</il>","","","","","",""
"4802.61.10.00","4","Writing and cover paper","[""kg""]","Free","","28%","",""
"4802.61.20.00","4","Drawing paper","[""kg""]","Free","","15.5%","",""
"4802.61.31","4","Other","","Free","","11.5%","",""
"4802.61.31.10","5","Weighing less than 40 g/m<sup>2</sup>","[""kg""]","","","","",""
"","5","Other:","","","","","",""
"4802.61.31.35","6","Supercalendered","[""kg""]","","","","",""
"4802.61.31.91","6","Other","[""kg""]","","","","",""
"","3","Other:","","","","","",""
"4802.61.50.00","4","Basic paper to be sensitized for use in photography","[""kg"",""m²""]","Free","","5%","",""
"4802.61.60","4","Other","","Free","","30%","",""
"4802.61.60.20","5","Containing by weight 25 percent or more cotton fiber","[""kg""]","","","","",""
"4802.61.60.40","5","Other","[""kg""]","","","","",""
"4802.62","2","In sheets with one side not exceeding <il>435 mm</il> and the other side not exceeding <il>297 mm</il> in the unfolded state:","","","","","",""
"","3","With one side exceeding <il>360 mm</il> and the other side exceeding <il>150 mm</il> in the unfolded state:","","","","","",""
"4802.62.10.00","4","Writing and cover paper","[""kg""]","Free","","28%","",""
"4802.62.20.00","4","Drawing paper","[""kg""]","Free","","15.5%","",""
"4802.62.30.00","4","Other","[""kg""]","Free","","11.5%","",""
"","3","Other:","","","","","",""
"4802.62.50.00","4","Basic paper to be sensitized for use in photography","[""kg"",""m²""]","Free","","5%","",""
"4802.62.61","4","Other","","Free","","30%","",""
"4802.62.61.20","5","Containing by weight 25 percent or more cotton fiber","[""kg""]","","","","",""
"4802.62.61.40","5","Other","[""kg""]","","","","",""
"4802.69","2","Other:","","","","","",""
"4802.69.10.00","3","Writing and cover paper","[""kg""]","Free","","28%","",""
"4802.69.20.00","3","Drawing paper","[""kg""]","Free","","15.5%","",""
"4802.69.30.00","3","Other","[""kg""]","Free","","11.5%","",""
"4803.00","0","Toilet or facial tissue stock, towel or napkin stock and similar paper of a kind used for household or sanitary purposes, cellulose wadding and webs of cellulose fibers, whether or not creped, crinkled, embossed, perforated, surface-colored, surface decorated or printed, in rolls or sheets:","","","","","",""
"4803.00.20.00","1","Cellulose wadding","[""kg""]","Free","","24%","",""
"4803.00.40.00","1","Other","[""kg""]","Free","","36%","",""
"4804","0","Uncoated kraft paper and paperboard, in rolls or sheets, other than that of heading 4802 or 4803:","","","","","",""
"","1","Kraftliner:","","","","","",""
"4804.11.00.00","2","Unbleached","[""kg""]","Free","","20%","",""
"4804.19.00.00","2","Other","[""kg""]","Free","","20%","",""
"","1","Sack kraft paper:","","","","","",""
"4804.21.00.00","2","Unbleached","[""kg""]","Free","","30%","",""
"4804.29.00.00","2","Other","[""kg""]","Free","","30%","",""
"","1","Other kraft paper and paperboard weighing <il>150 g/m²</il> or less:","","","","","",""
"4804.31","2","Unbleached:","","","","","",""
"","3","Condenser paper:","","","","","",""
"4804.31.10.00","4","Weighing over <il>15 g/m²</il> but not over <il>30 g/m²</il>","[""kg""]","Free","","20.5%","",""
"4804.31.20.00","4","Other","[""kg""]","Free","","25%","",""
"4804.31.40","3","Wrapping paper","","Free","","30%","",""
"4804.31.40.20","4","Bag or sack paper","[""kg""]","","","","",""
"4804.31.40.40","4","Other","[""kg""]","","","","",""
"4804.31.60.00","3","Other","[""kg""]","Free","","30%","",""
"4804.39","2","Other:","","","","","",""
"4804.39.20.00","3","Condenser paper","[""kg""]","Free","","25%","",""
"4804.39.40","3","Wrapping paper","","Free","","30%","",""
"4804.39.40.20","4","Bag or sack paper","[""kg""]","","","","",""
"","4","Other:","","","","","",""
"4804.39.40.41","5","Tissue paper having a basis weight not exceeding <il>29 g/m²</il>, in sheets","[""kg""]","","","","",""
"4804.39.40.49","5","Other","[""kg""]","","","","",""
"4804.39.60","3","Other","","Free","","30%","",""
"4804.39.60.20","4","Base stock for trays, dishes, plates, cups and the like","[""kg""]","","","","",""
"4804.39.60.40","4","Other","[""kg""]","","","","",""
"","1","Other kraft paper and paperboard weighing more than <il>150 g/m²</il> but less than <il>225 g/m²:</il>","","","","","",""
"4804.41","2","Unbleached:","","","","","",""
"4804.41.20.00","3","Wrapping paper","[""kg""]","Free","","30%","",""
"4804.41.40.00","3","Other","[""kg""]","Free","","30%","",""
"4804.42.00","2","Bleached uniformly throughout the mass and of which more than 95 percent by weight of the total fiber content consists of wood fibers obtained by a chemical process","","Free","","30%","",""
"4804.42.00.10","3","Base stock for milk cartons and other beverage containers","[""kg""]","","","","",""
"","3","Other:","","","","","",""
"4804.42.00.20","4","Folding carton stock","[""kg""]","","","","",""
"4804.42.00.30","4","Base stock for trays, dishes, plates, cups and the like","[""kg""]","","","","",""
"","4","Other:","","","","","",""
"4804.42.00.40","5","Base stock for packaging","[""kg""]","","","","",""
"4804.42.00.50","5","Other","[""kg""]","","","","",""
"4804.49.00.00","2","Other","[""kg""]","Free","","30%","",""
"","1","Other kraft paper and paperboard weighing <il>225 g/m²</il> or more:","","","","","",""
"4804.51.00.00","2","Unbleached","[""kg""]","Free","","30%","",""
"4804.52.00","2","Bleached uniformly throughout the mass and of which more than 95 percent by weight of the total fiber content consists of wood fibers obtained by a chemical process","","Free","","30%","",""
"4804.52.00.10","3","Base stock for milk cartons and other beverage containers","[""kg""]","","","","",""
"","3","Other:","","","","","",""
"4804.52.00.20","4","Folding carton stock","[""kg""]","","","","",""
"4804.52.00.30","4","Base stock for trays, dishes, plates, cups and the like","[""kg""]","","","","",""
"","4","Other:","","","","","",""
"4804.52.00.40","5","Base stock for packaging","[""kg""]","","","","",""
"4804.52.00.50","5","Other","[""kg""]","","","","",""
"4804.59.00.00","2","Other","[""kg""]","Free","","30%","",""
"4805","0","Other uncoated paper and paperboard, in rolls or sheets, not further worked or processed than as specified in note 3 to this chapter:","","","","","",""
"","1","Fluting paper:","","","","","",""
"4805.11.00.00","2","Semichemical fluting paper","[""kg""]","Free","","30%","",""
"4805.12","2","Straw fluting paper:","","","","","",""
"4805.12.10.00","3","Weighing <il>150 g/m²</il> or less","[""kg""]","Free","","30%","",""
"4805.12.20.00","3","Weighing over <il>150 g/m²</il>","[""kg""]","Free","","30%","",""
"4805.19","2","Other:","","","","","",""
"4805.19.10.00","3","Weighing <il>150 g/m²</il> or less","[""kg""]","Free","","30%","",""
"4805.19.20.00","3","Weighing over <il>150 g/m²</il>","[""kg""]","Free","","30%","",""
"","1","Testliner (recycled liner board):","","","","","",""
"4805.24","2","Weighing <il>150 g/m²</il> or less:","","","","","",""
"4805.24.50.00","3","Weighing not over <il>15 g/m²</il>","[""kg""]","Free","","30%","",""
"4805.24.70.00","3","Weighing over <il>15 g/m²</il> but not over <il>30 g/m²</il>","[""kg""]","Free","","11¢/kg + 15%","",""
"4805.24.90.00","3","Weighing over <il>30 g/m²</il>","[""kg""]","Free","","30%","",""
"4805.25.00.00","2","Weighing more than <il>150 g/m²</il>","[""kg""]","Free","","30%","",""
"4805.30.00.00","1","Sulfite wrapping paper","[""kg""]","Free","","30%","",""
"4805.40.00.00","1","Filter paper and paperboard","[""kg""]","Free","","11¢/kg + 15%","",""
"4805.50.00.00","1","Felt paper and paperboard","[""kg""]","Free","","10%","",""
"","1","Other:","","","","","",""
"4805.91","2","Weighing <il>150 g/m²</il> or less:","","","","","",""
"4805.91.10","3","Multi-ply paper and paperboard; bibulous and wrapping paper","","Free","","30%","",""
"4805.91.10.10","4","Folding carton board","[""kg""]","","","","",""
"4805.91.10.90","4","Other","[""kg""]","","","","",""
"4805.91.20.00","3","Condenser paper","[""kg""]","Free","","25%","",""
"","3","Other:","","","","","",""
"4805.91.50.00","4","Weighing not over <il>15 g/m²</il>","[""kg""]","Free","","30%","",""
"4805.91.70.00","4","Weighing over <il>15 g/m²</il> but not over <il>30 g/m²</il>","[""kg""]","Free","","11¢/kg + 15%","",""
"4805.91.90.00","4","Weighing over <il>30 g/m²</il>","[""kg""]","Free","","30%","",""
"4805.92","2","Weighing more than <il>150 g/m²</il> but less than <il>225 g/m²:</il>","","","","","",""
"4805.92.20.00","3","Pressboard","[""kg""]","Free","","30%","",""
"4805.92.40","3","Other","","Free","","30%","",""
"4805.92.40.10","4","Folding carton board","[""kg""]","","","","",""
"4805.92.40.20","4","Construction paper","[""kg""]","","","","",""
"4805.92.40.30","4","Linerboard containing by weight less than 80 percent chemical sulfate wood pulp","[""kg""]","","","","",""
"4805.92.40.40","4","Other","[""kg""]","","","","",""
"4805.93","2","Weighing <il>225 g/m²</il> or more:","","","","","",""
"4805.93.20.00","3","Pressboard","[""kg""]","Free","","30%","",""
"4805.93.40","3","Other","","Free","","30%","",""
"4805.93.40.10","4","Folding carton board","[""kg""]","","","","",""
"4805.93.40.15","4","Wet machine board","[""kg""]","","","","",""
"4805.93.40.20","4","Construction paper","[""kg""]","","","","",""
"4805.93.40.30","4","Linerboard containing by weight less than 80 percent chemical sulfate wood pulp","[""kg""]","","","","",""
"4805.93.40.50","4","Tube and core board","[""kg""]","","","","",""
"4805.93.40.60","4","Other","[""kg""]","","","","",""
"4806","0","Vegetable parchment, greaseproof papers, tracing papers and glassine and other glazed transparent or translucent papers, in rolls or sheets:","","","","","",""
"4806.10.00.00","1","Vegetable parchment","[""kg""]","Free","","19%","",""
"4806.20.00.00","1","Greaseproof papers","[""kg""]","Free","","7¢/kg + 15%","",""
"4806.30.00.00","1","Tracing papers","[""kg""]","Free","","7¢/kg + 15%","",""
"4806.40.00.00","1","Glassine and other glazed transparent or translucent papers","[""kg""]","Free","","7¢/kg + 15%","",""
"4807.00","0","Composite paper and paperboard (made by sticking flat layers of paper or paperboard together with an adhesive), not surface-coated or impregnated, whether or not internally reinforced, in rolls or sheets:","","","","","",""
"4807.00.10.00","1","Paper and paperboard, laminated internally with bitumen, tar or asphalt","[""kg""]","Free","","30%","",""
"","1","Other:","","","","","",""
"4807.00.91.00","2","Straw paper and paperboard, whether or not covered with paper other than straw paper","[""kg""]","Free","","30%","",""
"","2","Other:","","","","","",""
"4807.00.92.00","3","Cloth-lined or reinforced paper","[""kg""]","Free","","22.5%","",""
"4807.00.94.00","3","Other","[""kg""]","Free","","30%","",""
"4808","0","Paper and paperboard, corrugated (with or without glued flat surface sheets), creped, crinkled, embossed or perforated, in rolls or sheets, other than paper of the kind described in heading 4803:","","","","","",""
"4808.10.00.00","1","Corrugated paper and paperboard, whether or not perforated","[""kg""]","Free","","30%","",""
"4808.40.00.00","1","Kraft paper, creped or crinkled, whether or not embossed or perforated","[""kg""]","Free","","36%","",""
"4808.90","1","Other:","","","","","",""
"4808.90.20.00","2","Creped or crinkled","[""kg""]","Free","","36%","",""
"4808.90.40.00","2","Embossed","[""kg""]","Free","","18.5%","",""
"4808.90.60.00","2","Other","[""kg""]","Free","","35%","",""
"4809","0","Carbon paper, self-copy paper and other copying or transfer papers (including coated or impregnated paper for duplicator stencils or offset plates), whether or not printed, in rolls or sheets:","","","","","",""
"4809.20","1","Self-copy paper:","","","","","",""
"4809.20.20.00","2","Writing paper","[""kg""]","Free","","35%","",""
"4809.20.40.00","2","Other","[""kg""]","Free","","25%","",""
"4809.90","1","Other:","","","","","",""
"4809.90.20.00","2","Stereotype-matrix board and mat","[""kg""]","Free","","35%","",""
"","2","Decalcomania paper:","","","","","",""
"4809.90.40.00","3","Simplex","[""kg""]","Free","","15%","",""
"4809.90.60.00","3","Duplex","[""kg""]","Free","","Free","",""
"","2","Other:","","","","","",""
"4809.90.71.00","3","Impregnated, coated or both, but not otherwise treated","[""kg""]","Free","","25%","",""
"4809.90.80.00","3","Other","[""kg""]","Free","","20%","",""
"4810","0","Paper and paperboard, coated on one or both sides with kaolin (China clay) or other inorganic substances, with or without a binder, and with no other coating, whether or not surface-colored, surface-decorated or printed, in rolls or rectangular (including square) sheets, of any size:","","","","","",""
"","1","Paper and paperboard of a kind used for writing, printing or other graphic purposes, not containing fibers obtained by a mechanical or chemi-mechanical process or of which not more than 10 percent by weight of the total fiber content consists of such fibers:","","","","","",""
"4810.13","2","In rolls:","","","","","",""
"","3","Of a width exceeding <il>15 cm:</il>","","","","","",""
"","4","Weighing not more than <il>150 g/m²:</il>","","","","","",""
"4810.13.11","5","Basic paper to be sensitized for use in photography","","Free","","5%","",""
"4810.13.11.20","6","Baryta coated","[""kg"",""m²""]","","","","",""
"4810.13.11.40","6","Other","[""kg"",""m²""]","","","","",""
"4810.13.13.00","5","India or bible paper","[""kg""]","Free","","24%","",""
"4810.13.19.00","5","Other","[""kg""]","Free","","37%","",""
"4810.13.20","4","Weighing more than <il>150 g/m²</il>","","Free","","42%","",""
"4810.13.20.10","5","Coated on one side only","[""kg""]","","","","",""
"4810.13.20.90","5","Other","[""kg""]","","","","",""
"","3","Other:","","","","","",""
"4810.13.50.00","4","Printed, embossed or perforated","[""kg""]","Free","","30%","",""
"","4","Other:","","","","","",""
"4810.13.60.00","5","Basic paper to be sensitized for use in photography","[""kg"",""m²""]","Free","","5%","",""
"4810.13.70","5","Other","","Free","","30%","",""
"4810.13.70.20","6","Containing by weight 25 percent or more cotton fiber","[""kg""]","","","","",""
"4810.13.70.40","6","Other","[""kg""]","","","","",""
"4810.14","2","In sheets with one side not exceeding <il>435 mm</il> and the other side not exceeding <il>297 mm</il> in the unfolded state:","","","","","",""
"","3","With one side exceeding <il>360 mm</il> and the other side exceeding <il>150 mm</il> in the unfolded state:","","","","","",""
"","4","Weighing not more than <il>150 g/m²:</il>","","","","","",""
"4810.14.11","5","Basic paper to be sensitized for use in photography","","Free","","5%","",""
"4810.14.11.20","6","Baryta coated","[""kg"",""m²""]","","","","",""
"4810.14.11.40","6","Other","[""kg"",""m²""]","","","","",""
"4810.14.13.00","5","India or bible paper","[""kg""]","Free","","24%","",""
"4810.14.19.00","5","Other","[""kg""]","Free","","37%","",""
"4810.14.20","4","Weighing more than <il>150 g/m²</il>","","Free","","42%","",""
"4810.14.20.10","5","Coated on one side only","[""kg""]","","","","",""
"4810.14.20.90","5","Other","[""kg""]","","","","",""
"","3","Other:","","","","","",""
"4810.14.50.00","4","Printed, embossed or perforated","[""kg""]","Free","","30%","",""
"","4","Other:","","","","","",""
"4810.14.60.00","5","Basic paper to be sensitized for use in photography","[""kg"",""m²""]","Free","","5%","",""
"4810.14.70","5","Other","","Free","","30%","",""
"4810.14.70.20","6","Containing by weight 25 percent or more cotton fiber","[""kg""]","","","","",""
"4810.14.70.40","6","Other","[""kg""]","","","","",""
"4810.19","2","Other:","","","","","",""
"","3","Weighing not more than <il>150 g/m²:</il>","","","","","",""
"4810.19.11.00","4","Basic paper to be sensitized for use in photography","[""kg"",""m²""]","Free","","5%","",""
"4810.19.13.00","4","India or bible paper","[""kg""]","Free","","24%","",""
"4810.19.19.00","4","Other","[""kg""]","Free","","37%","",""
"4810.19.20","3","Weighing more than <il>150 g/m²</il>","","Free","","42%","",""
"4810.19.20.10","4","Coated on one side only","[""kg""]","","","","",""
"4810.19.20.90","4","Other","[""kg""]","","","","",""
"","1","Paper and paperboard of a kind used for writing, printing or other graphic purposes, of which more than 10 percent by weight of the total fiber content consists of fibers obtained by a mechanical or chemi-mechanical process:","","","","","",""
"4810.22","2","Light-weight coated paper:","","","","","",""
"4810.22.10.00","3","In strips or rolls of a width exceeding <il>15 cm</il> or in rectangular (including square) sheets with one side exceeding <il>36 cm</il> and the other side exceeding <il>15 cm</il> in the unfolded state","[""kg""]","Free","","37%","",""
"","3","Other:","","","","","",""
"4810.22.50","4","Printed, embossed or perforated","","Free","","30%","",""
"4810.22.50.44","5","Hole-punched looseleaf paper","[""kg""]","","","","",""
"4810.22.50.80","5","Other","[""kg""]","","","","",""
"","4","Other:","","","","","",""
"4810.22.60.00","5","Basic paper to be sensitized for use in photography","[""kg"",""m²""]","Free","","5%","",""
"4810.22.70","5","Other","","Free","","30%","",""
"4810.22.70.20","6","Containing by weight 25 percent or more cotton fiber","[""kg""]","","","","",""
"4810.22.70.40","6","Other","[""kg""]","","","","",""
"4810.29","2","Other:","","","","","",""
"4810.29.10","3","In strips or rolls of a width exceeding <il>15 cm</il> or in rectangular (including square) sheets with one side exceeding <il>36 cm</il> and the other side exceeding <il>15 cm</il> in the unfolded state","","Free","","37%","",""
"4810.29.10.25","4","In rolls","[""kg""]","","","","",""
"4810.29.10.35","4","In sheets","[""kg""]","","","","",""
"","3","Other:","","","","","",""
"4810.29.50.00","4","Printed, embossed or perforated","[""kg""]","Free","","30%","",""
"","4","Other:","","","","","",""
"4810.29.60.00","5","Basic paper to be sensitized for use in photography","[""kg"",""m²""]","Free","","5%","",""
"4810.29.70","5","Other","","Free","","30%","",""
"4810.29.70.20","6","Containing by weight 25 percent or more cotton fiber","[""kg""]","","","","",""
"","6","Other:","","","","","",""
"4810.29.70.25","7","In rolls","[""kg""]","","","","",""
"4810.29.70.35","7","In sheets","[""kg""]","","","","",""
"","1","Kraft paper and paperboard, other than that of a kind used for writing, printing or other graphic purposes:","","","","","",""
"4810.31","2","Bleached uniformly throughout the mass and of which more than 95 percent by weight of the total fiber content consists of wood fibers obtained by a chemical process and weighing <il>150 g/m²</il> or less:","","","","","",""
"4810.31.10","3","In strips or rolls of a width exceeding <il>15 cm</il> or in rectangular (including square) sheets with one side exceeding <il>36 cm</il> and the other side exceeding <il>15 cm</il> in the unfolded state","","Free","","25%","",""
"4810.31.10.20","4","Folding carton stock","[""kg""]","","","","",""
"4810.31.10.40","4","Base stock for trays, dishes, plates, cups and the like","[""kg""]","","","","",""
"","4","Other:","","","","","",""
"4810.31.10.50","5","Gift wrap","[""kg""]","","","","",""
"4810.31.10.80","5","Other","[""kg""]","","","","",""
"","3","Other:","","","","","",""
"4810.31.30.00","4","Cards, not punched, for punchcard machines, whether or not in strips","[""kg""]","Free","","30%","",""
"4810.31.65.00","4","Other","[""kg""]","Free","","26.5%","",""
"4810.32","2","Bleached uniformly throughout the mass and of which more than 95 percent by weight of the total fiber content consists of wood fibers obtained by a chemical process and weighing more than <il>150 g/m²:</il>","","","","","",""
"4810.32.10","3","In strips or rolls of a width exceeding <il>15 cm</il> or in rectangular (including square) sheets with one side exceeding <il>36 cm</il> and the other side exceeding <il>15 cm</il> in the unfolded state","","Free","","25%","",""
"4810.32.10.20","4","Folding carton stock","[""kg""]","","","","",""
"4810.32.10.40","4","Base stock for trays, dishes, plates, cups and the like","[""kg""]","","","","",""
"4810.32.10.60","4","Other","[""kg""]","","","","",""
"","3","Other:","","","","","",""
"4810.32.30.00","4","Cards, not punched, for punchcard machines, whether or not in strips","[""kg""]","Free","","30%","",""
"4810.32.65.00","4","Other","[""kg""]","Free","","26.5%","",""
"4810.39","2","Other:","","","","","",""
"","3","In strips or rolls of a width exceeding <il>15 cm</il> or in rectangular (including square) sheets with one side exceeding <il>36 cm</il> and the other side exceeding <il>15 cm</il> in the unfolded state:","","","","","",""
"4810.39.12.00","4","Whether or not impregnated, but not otherwise treated","[""kg""]","Free","","25%","",""
"4810.39.14.00","4","Other","[""kg""]","Free","","20%","",""
"","3","Other:","","","","","",""
"4810.39.30.00","4","Cards, not punched, for punchcard machines, whether or not in strips","[""kg""]","Free","","30%","",""
"4810.39.65.00","4","Other","[""kg""]","Free","","26.5%","",""
"","1","Other paper and paperboard:","","","","","",""
"4810.92","2","Multi-ply:","","","","","",""
"","3","In strips or rolls of a width exceeding <il>15 cm</il> or in rectangular (including square) sheets with one side exceeding <il>36 cm</il> and the other side exceeding <il>15 cm</il> in the unfolded state:","","","","","",""
"4810.92.12","4","Weighing more than <il>150 g/m²</il>","","Free","","30%","",""
"4810.92.12.25","5","In rolls","[""kg""]","","","","",""
"4810.92.12.35","5","In sheets","[""kg""]","","","","",""
"4810.92.14","4","Other","","Free","","20%","",""
"4810.92.14.25","5","In rolls","[""kg""]","","","","",""
"4810.92.14.35","5","In sheets","[""kg""]","","","","",""
"","3","Other:","","","","","",""
"4810.92.30.00","4","Cards, not punched, for punch card machines, whether or not in strips","[""kg""]","Free","","30%","",""
"4810.92.65","4","Other","","Free","","26.5%","",""
"4810.92.65.25","5","In rolls","[""kg""]","","","","",""
"4810.92.65.35","5","In sheets","[""kg""]","","","","",""
"4810.99","2","Other:","","","","","",""
"4810.99.10","3","In strips or rolls of a width exceeding <il>15 cm</il> or in rectangular (including square) sheets with one side exceeding <il>36 cm</il> and the other side exceeding <il>15 cm</il> in the unfolded state","","Free","","20%","",""
"4810.99.10.10","4","Gift wrap paper","[""kg""]","","","","",""
"4810.99.10.50","4","Folding Carton","[""kg""]","","","","",""
"4810.99.10.60","4","Other","[""kg""]","","","","",""
"","3","Other:","","","","","",""
"4810.99.30.00","4","Cards, not punched, for punch card machines, whether or not in strips","[""kg""]","Free","","30%","",""
"4810.99.65.00","4","Other","[""kg""]","Free","","26.5%","",""
"4811","0","Paper, paperboard, cellulose wadding and webs of cellulose fibers, coated, impregnated, covered, surface-colored, surface-decorated or printed, in rolls or rectangular (including square) sheets, of any size, other than goods of the kind described in heading 4803, 4809 or 4810:","","","","","",""
"4811.10","1","Tarred, bituminized or asphalted paper and paperboard:","","","","","",""
"4811.10.11.00","2","In strips or rolls of a width exceeding <il>15 cm</il> or in rectangular (including square) sheets with one side exceeding <il>36 cm</il> and the other side exceeding <il>15 cm</il> in the unfolded state","[""kg""]","Free","","10%","",""
"4811.10.21.00","2","Other","[""kg""]","Free","","26.5%","",""
"","1","Gummed or adhesive paper and paperboard:","","","","","",""
"4811.41","2","Self-adhesive:","","","","","",""
"4811.41.10.00","3","In strips or rolls of a width exceeding <il>15 cm</il> or in rectangular (including square) sheets with one side exceeding <il>36 cm</il> and the other side exceeding <il>15 cm</il> in the unfolded state","[""kg""]","Free","","40%","",""
"","3","Other:","","","","","",""
"4811.41.21.00","4","In strips or rolls","[""kg""]","Free","","40%","",""
"4811.41.30.00","4","Other","[""kg""]","Free","","35%","",""
"4811.49","2","Other:","","","","","",""
