HTS Number,Indent,Description,Unit of Quantity,General Rate of Duty,Special Rate of Duty,Column 2 Rate of Duty,Quota Quantity,Additional Duties
"6302.31.50.50","5","Other (362)","[""No."",""kg""]","","","","",""
"","3","Other:","","","","","",""
"6302.31.70","4","Napped","","3.8%","Free (AU,BH, CL,CO,IL,JO,KR, MA,OM,P, PA,PE,S,SG)","25%","",""
"6302.31.70.10","5","Pillowcases, other than bolster cases (360)","[""No."",""kg""]","","","","",""
"6302.31.70.20","5","Sheets (361)","[""No."",""kg""]","","","","",""
"6302.31.70.30","5","Bolster cases (360)","[""No."",""kg""]","","","","",""
"6302.31.70.40","5","Pillowcovers (369)","[""No."",""<u>kg<\/u>""]","","","","",""
"6302.31.70.50","5","Other (362)","[""No."",""kg""]","","","","",""
"6302.31.90","4","Not napped","","6.7%","Free (AU,BH, CL,CO,IL,JO,KR, MA,OM,P, PA,PE,S,SG)","25%","",""
"6302.31.90.10","5","Pillowcases, other than bolster cases (360)","[""No."",""kg""]","","","","",""
"6302.31.90.20","5","Sheets (361)","[""No."",""kg""]","","","","",""
"6302.31.90.30","5","Bolster cases (360)","[""No."",""kg""]","","","","",""
"6302.31.90.40","5","Pillowcovers (369)","[""No."",""<u>kg<\/u>""]","","","","",""
"6302.31.90.50","5","Other (362)","[""No."",""kg""]","","","","",""
"6302.32","2","Of man-made fibers:","","","","","",""
"6302.32.10","3","Containing any embroidery, lace, braid, edging, trimming, piping or applique work","","14.9%","Free (AU,BH, CL,CO,IL,JO,KR, MA,OM,P, PA,PE,S,SG)","90%","",""
"","4","Pillowcases, other than bolster cases:","","","","","",""
"6302.32.10.10","5","Napped (666)","[""No."",""<u>kg<\/u>""]","","","","",""
"6302.32.10.20","5","Not napped (666)","[""No."",""<u>kg<\/u>""]","","","","",""
"","4","Sheets:","","","","","",""
"6302.32.10.30","5","Napped (666)","[""No."",""<u>kg<\/u>""]","","","","",""
"6302.32.10.40","5","Not napped (666)","[""No."",""<u>kg<\/u>""]","","","","",""
"","4","Other:","","","","","",""
"6302.32.10.50","5","Bolster cases (666)","[""No."",""<u>kg<\/u>""]","","","","",""
"6302.32.10.60","5","Other (666)","[""No."",""<u>kg<\/u>""]","","","","",""
"6302.32.20","3","Other","","11.4%","Free (AU,BH, CL,CO,IL,JO,KR, MA,OM,P, PA,PE,S,SG)","77.5%","",""
"","4","Pillowcases, other than bolster cases:","","","","","",""
"6302.32.20.10","5","Napped (666)","[""No."",""<u>kg<\/u>""]","","","","",""
"6302.32.20.20","5","Not napped (666)","[""No."",""<u>kg<\/u>""]","","","","",""
"","4","Sheets:","","","","","",""
"6302.32.20.30","5","Napped (666)","[""No."",""<u>kg<\/u>""]","","","","",""
"6302.32.20.40","5","Not napped (666)","[""No."",""<u>kg<\/u>""]","","","","",""
"","4","Other:","","","","","",""
"6302.32.20.50","5","Bolster cases (666)","[""No."",""<u>kg<\/u>""]","","","","",""
"6302.32.20.60","5","Other (666)","[""No."",""<u>kg<\/u>""]","","","","",""
"6302.39.00","2","Of other textile materials","","4.3%","Free (AU,BH, CL,CO,E*,IL, JO,KR, MA,OM,P, PA,PE,S,SG)","90%","",""
"6302.39.00.10","3","Of wool or fine animal hair (469)","[""No."",""<u>kg<\/u>""]","","","","",""
"","3","Other:","","","","","",""
"6302.39.00.20","4","Containing 85 percent or more by weight of silk or silk waste","[""No."",""kg""]","","","","",""
"6302.39.00.30","4","Other (899)","[""No."",""<u>kg<\/u>""]","","","","",""
"6302.40","1","Table linen, knitted or crocheted:","","","","","",""
"6302.40.10.00","2","Of vegetable fibers (except cotton) (899)","[""No."",""<u>kg<\/u>""]","6.4%","Free (AU,BH, CL,CO,E*,IL,JO, KR,MA,OM,P, PA,PE,S,SG)","90%","",""
"6302.40.20","2","Other","","6.8%","Free (AU,BH, CL,CO,E*,IL,JO, KR,MA,OM,P, PA,PE,S,SG)","90%","",""
"6302.40.20.10","3","Of cotton (369)","[""No."",""<u>kg<\/u>""]","","","","",""
"6302.40.20.20","3","Other (666)","[""No."",""<u>kg<\/u>""]","","","","",""
"","1","Other table linen:","","","","","",""
"6302.51","2","Of cotton:","","","","","",""
"","3","Tablecloths and napkins:","","","","","",""
"6302.51.10.00","4","Damask (369)","[""No."",""<u>kg<\/u>""]","6.1%","Free (AU,BH, CL,CO,IL,JO,KR, MA,OM,P, PA,PE,S,SG)","30%","",""
"","4","Other:","","","","","",""
"6302.51.20.00","5","Plain woven (369)","[""No."",""<u>kg<\/u>""]","4.8%","Free (AU,BH, CL,CO,IL,JO,KR, MA,OM,P, PA,PE,S,SG)","30%","",""
"6302.51.30.00","5","Other (369)","[""No."",""<u>kg<\/u>""]","5.8%","Free (AU,BH, CL,CO,IL,JO,KR, MA,OM,P, PA,PE,S,SG)","40%","",""
"6302.51.40.00","3","Other (369)","[""No."",""<u>kg<\/u>""]","6.3%","Free (AU,BH, CL,CO,IL,JO,KR, MA,OM,P, PA,PE,S,SG)","40%","",""
"6302.53.00","2","Of man-made fibers","","11.3%","Free (AU,BH, CL,CO,IL,JO,KR, MA,OM,P, PA,PE,S,SG)","90%","",""
"","3","Tablecloths and napkins:","","","","","",""
"6302.53.00.10","4","Damask (666)","[""No."",""<u>kg<\/u>""]","","","","",""
"6302.53.00.20","4","Other (666)","[""No."",""<u>kg<\/u>""]","","","","",""
"6302.53.00.30","3","Other (666)","[""No."",""<u>kg<\/u>""]","","","","",""
"6302.59","2","Of other textile materials:","","","","","",""
"","3","Of flax:","","","","","",""
"6302.59.10","4","Tablecloths and napkins","","5.1%","Free (AU,BH, CL,CO,E*,IL,JO, KR,MA,OM, P,PA,PE,S,SG)","90%","",""
"6302.59.10.10","5","Damask (899)","[""No."",""<u>kg<\/u>""]","","","","",""
"6302.59.10.20","5","Other (899)","[""No."",""<u>kg<\/u>""]","","","","",""
"6302.59.20.00","4","Other (899)","[""No."",""<u>kg<\/u>""]","Free","","90%","",""
"6302.59.30","3","Other","","8.8%","Free (AU,BH, CL,CO,E*,IL, JO,KR,MA,OM,P,PA, PE,S,SG)","90%","",""
"6302.59.30.10","4","Containing 85 percent or more by weight of silk or silk waste","[""No."",""kg""]","","","","",""
"6302.59.30.20","4","Other (899)","[""No."",""<u>kg<\/u>""]","","","","",""
"6302.60.00","1","Toilet linen and kitchen linen, of terry toweling or similar terry fabrics, of cotton","","9.1%","Free (AU,BH, CL,CO,IL,JO,KR, MA,OM,P, PA,PE,S,SG)","40%","",""
"","2","Towels:","","","","","",""
"6302.60.00.10","3","Dish (369)","[""No."",""<u>kg<\/u>""]","","","","",""
"6302.60.00.20","3","Other (363)","[""No."",""kg""]","","","","",""
"6302.60.00.30","2","Other (369)","[""No."",""<u>kg<\/u>""]","","","","",""
"","1","Other:","","","","","",""
"6302.91.00","2","Of cotton","","9.2%","Free (AU,BH, CL,CO,IL,JO,KR, MA,OM,P, PA,PE,S,SG)","40%","",""
"","3","Of pile or tufted construction:","","","","","",""
"","4","Towels:","","","","","",""
"6302.91.00.05","5","Dish (369)","[""No."",""<u>kg<\/u>""]","","","","",""
"6302.91.00.15","5","Other (363)","[""No."",""kg""]","","","","",""
"6302.91.00.25","4","Other (369)","[""No."",""<u>kg<\/u>""]","","","","",""
"","3","Other:","","","","","",""
"","4","Towels:","","","","","",""
"6302.91.00.35","5","Jacquard figured (363)","[""No."",""kg""]","","","","",""
"","5","Other:","","","","","",""
"6302.91.00.45","6","Dish (369)","[""No."",""<u>kg<\/u>""]","","","","",""
"6302.91.00.50","6","Other (369)","[""No."",""<u>kg<\/u>""]","","","","",""
"6302.91.00.60","4","Other (369)","[""No."",""<u>kg<\/u>""]","","","","",""
"6302.93","2","Of man-made fibers:","","","","","",""
"6302.93.10.00","3","Pile or tufted construction (666)","[""No."",""<u>kg<\/u>""]","6.2%","Free (AU,BH, CL,CO,IL,JO,KR, MA,OM,P, PA,PE,S,SG)","78%","",""
"6302.93.20.00","3","Other (666)","[""No."",""<u>kg<\/u>""]","9.9%","Free (AU,BH, CL,CO,IL,JO,KR, MA,OM,P, PA,PE,S,SG)","90%","",""
"6302.99","2","Of other textile materials:","","","","","",""
"6302.99.10.00","3","Containing 85 percent or more by weight of silk or silk waste","[""No."",""kg""]","2.7%","Free (A,AU,BH,CL,CO,D,E,IL,JO,KR,MA,OM,P,PA,PE,S,SG)","90%","",""
"6302.99.15","3","Of flax","","Free","","40%","",""
"6302.99.15.10","4","Towels (863)","[""No."",""kg""]","","","","",""
"6302.99.15.20","4","Other (899)","[""No."",""<u>kg<\/u>""]","","","","",""
"6302.99.20.00","3","Other (899)","[""No."",""<u>kg<\/u>""]","8.4%","Free (AU,BH, CL,CO,E*,IL,JO, KR,MA,OM, P,PA,PE,S,SG)","90%","",""
"6303","0","Curtains (including drapes) and interior blinds; curtain or bed valances:","","","","","",""
"","1","Knitted or crocheted:","","","","","",""
"6303.12.00","2","Of synthetic fibers","","11.3%","Free (AU,BH, CL,CO,IL,JO,KR, MA,OM,P, PA,PE,S,SG)","90%","",""
"6303.12.00.10","3","Window shades and window blinds (666)","[""No."",""<u>kg<\/u>""]","","","","",""
"6303.12.00.90","3","Other (666)","[""No."",""<u>kg<\/u>""]","","","","",""
"6303.19","2","Of other textile materials:","","","","","",""
"6303.19.11.00","3","Of cotton (369)","[""No."",""<u>kg<\/u>""]","10.3%","Free (AU,BH, CL,CO,IL,JO,KR, MA,OM,P, PA,PE,S,SG)","90%","",""
"6303.19.21","3","Other","","6.4%","Free (AU,BH, CL,CO,E*,IL,JO, KR,MA,OM,P, PA, PE,S,SG)","90%","",""
"6303.19.21.10","4","Of artificial fibers (666)","[""No."",""<u>kg<\/u>""]","","","","",""
"6303.19.21.20","4","Other (899)","[""No."",""<u>kg<\/u>""]","","","","",""
"","1","Other:","","","","","",""
"6303.91.00","2","Of cotton","","10.3%","Free (AU,BH, CL,CO,IL,JO,KR, MA,OM,P, PA,PE,S,SG)","90%","",""
"6303.91.00.10","3","Window curtains (including drapes) and window valances (369)","[""No."",""<u>kg<\/u>""]","","","","",""
"6303.91.00.20","3","Other (369)","[""No."",""<u>kg<\/u>""]","","","","",""
"6303.92","2","Of synthetic fibers:","","","","","",""
"6303.92.10.00","3","Made up from fabrics described in subheading 5407.61.11, 5407.61.21 or 5407.61.91 (666)","[""No."",""<u>kg<\/u>""]","11.3%","Free (AU,BH, CL,CO,IL,JO,KR, MA,OM,P, PA,PE,S,SG)","90%","",""
"6303.92.20","3","Other","","11.3%","Free (AU,BH,CL,CO,IL,JO,KR,MA,OM,P,PA,PE,S,SG)","90%","",""
"6303.92.20.10","4","Window curtains (including drapes) and window valances (666)","[""No."",""<u>kg<\/u>""]","","","","",""
"","4","Other:","","","","","",""
"6303.92.20.30","5","Window shades and window blinds (666)","[""No."",""<u>kg<\/u>""]","","","","",""
"6303.92.20.50","5","Other (666)","[""No."",""<u>kg<\/u>""]","","","","",""
"6303.99.00","2","Of other textile materials","","11.3%","Free (AU,BH, CL,CO,E*,IL, JO,KR,MA,OM,P,PA, PE,S,SG)","90%","",""
"6303.99.00.10","3","Of artificial fibers (666)","[""No."",""<u>kg<\/u>""]","","","","",""
"","3","Other:","","","","","",""
"6303.99.00.30","4","Containing 85 percent or more by weight of silk or silk waste","[""No."",""kg""]","","","","",""
"6303.99.00.60","4","Other (899)","[""No."",""<u>kg<\/u>""]","","","","",""
"6304","0","Other furnishing articles, excluding those of heading 9404:","","","","","",""
"","1","Bedspreads:","","","","","",""
"6304.11","2","Knitted or crocheted:","","","","","",""
"6304.11.10.00","3","Of cotton (362)","[""No."",""kg""]","12%","Free (AU,BH, CL,CO,IL,JO,KR, MA,OM,P, PA,PE,S,SG)","90%","",""
"6304.11.20.00","3","Of man-made fibers (666)","[""No."",""<u>kg<\/u>""]","6.5%","Free (AU,BH, CL,CO,IL,JO,KR, MA,OM,P, PA,PE,S,SG)","77.5%","",""
"6304.11.30.00","3","Other (899)","[""No."",""<u>kg<\/u>""]","5.9%","Free (AU,BH, CL,CO,E*,IL,JO, KR,MA,OM, P,PA,PE,S,SG)","90%","",""
"6304.19","2","Other:","","","","","",""
"","3","Of cotton:","","","","","",""
"6304.19.05.00","4","Containing any embroidery, lace, braid, edging, trimming, piping or applique work (362)","[""No."",""kg""]","12%","Free (AU,BH, CL,CO,IL,JO,KR, MA,OM,P, PA,PE,S,SG)","90%","",""
"6304.19.10.00","4","Other (362)","[""No."",""kg""]","4.4%","Free (AU,BH, CL,CO,IL,JO,KR, MA,OM,P, PA,PE,S,SG)","25%","",""
"","3","Of man-made fibers:","","","","","",""
"6304.19.15.00","4","Containing any embroidery, lace, braid, edging, trimming, piping or applique work (666)","[""No."",""<u>kg<\/u>""]","14.9%","Free (AU,BH, CL,CO,IL,JO,KR, MA,OM,P, PA,PE,S,SG)","90%","",""
"6304.19.20.00","4","Other (666)","[""No."",""<u>kg<\/u>""]","6.5%","Free (AU,BH, CL,CO,IL,JO,KR, MA,OM,P, PA,PE,S,SG)","77.5%","",""
"6304.19.30","3","Other","","6.3%","Free (AU,BH, CL,CO,E*,IL, JO,KR, MA,OM,P, PA,PE,S,SG)","90%","",""
"6304.19.30.30","4","Containing 85 percent or more by weight of silk or silk waste","[""No."",""kg""]","","","","",""
"","4","Other:","","","","","",""
"6304.19.30.40","5","Of wool or fine animal hair (469)","[""No."",""<u>kg<\/u>""]","","","","",""
"6304.19.30.60","5","Other (899)","[""No."",""<u>kg<\/u>""]","","","","",""
"6304.20.00","1","Bed nets specified in subheading note 1 to this chapter","","5.8%","Free (AU,BH, CL,CO,E*,IL, JO,KR,MA,OM,P, PA,PE,S,SG)","90%","",""
"6304.20.00.20","2","Of cotton (369)","[""No."",""<u>kg<\/u>""]","","","","",""
"6304.20.00.40","2","Of man-made fibers (666)","[""No."",""<u>kg<\/u>""]","","","","",""
"","2","Other:","","","","","",""
"6304.20.00.50","3","Of wool or fine animal hair (469)","[""No."",""<u>kg<\/u>""]","","","","",""
"","3","Other:","","","","","",""
"6304.20.00.60","4","Containing 85 percent or more by weight of silk or silk waste","[""No."",""<u>kg<\/u>""]","","","","",""
"6304.20.00.70","4","Other (899)","[""doz."",""<u>kg<\/u>""]","","","","",""
"","1","Other:","","","","","",""
"6304.91.01","2","Knitted or crocheted","","5.8%","Free (AU,BH, CL,CO,E*,IL, JO,KR,MA,OM,P, PA,PE,S,SG)","90%","",""
"6304.91.01.20","3","Of cotton (369)","[""No."",""<u>kg<\/u>""]","","","","",""
"6304.91.01.40","3","Of man-made fibers (666)","[""No."",""<u>kg<\/u>""]","","","","",""
"","3","Other:","","","","","",""
"6304.91.01.50","4","Of wool or fine animal hair (469)","[""No."",""<u>kg<\/u>""]","","","","",""
"","4","Other:","","","","","",""
"6304.91.01.60","5","Containing 85 percent or more by weight of silk or silk waste","[""No."",""<u>kg<\/u>""]","","","","",""
"6304.91.01.70","5","Other (899)","[""doz."",""<u>kg<\/u>""]","","","","",""
"6304.92.00.00","2","Not knitted or crocheted, of cotton (369)","[""No."",""<u>kg<\/u>""]","6.3%","Free (AU,BH, CL,CO,IL,JO,KR, MA,OM,P, PA,PE,S,SG)","40%","",""
"6304.93.00.00","2","Not knitted or crocheted, of synthetic fibers (666)","[""No."",""<u>kg<\/u>""]","9.3%","Free (AU,BH, CL,CO,IL,JO,KR, MA,OM,P, PA,PE,S,SG)","90%","",""
"6304.99","2","Not knitted or crocheted, of other textile materials:","","","","","",""
"","3","Wall hangings of wool or fine animal hair:","","","","","",""
"6304.99.10.00","4","Certified hand-loomed and folklore products","[""m<sup>2<\/sup>"",""kg""]","3.8%","Free (A*,AU,BH,CL,CO,D,E,IL,JO,KR,MA,OM,P,PA,PE,S,SG)","50%","",""
"6304.99.15.00","4","Other (469)","[""m<sup>2<\/sup>"",""<u>kg<\/u>""]","11.3%","Free (AU,BH, CL,CO,IL,JO,KR, MA,OM,P, PA,PE,S,SG)","90%","",""
"","3","Other:","","","","","",""
"","4","Of vegetable fibers (except cotton):","","","","","",""
"6304.99.25.00","5","Wall hangings of jute","[""kg""]","11.3%","Free (A*,AU,BH,CL,CO,D,E,IL,JO,KR,MA,OM,P,PA,PE,S,SG)","90%","",""
"6304.99.35.00","5","Other (899)","[""kg""]","11.3%","Free (AU,BH, CL,CO,E*,IL,JO, KR,MA,OM, P,PA,PE,S,SG)","90%","",""
"6304.99.40.00","4","Certified hand-loomed and folklore pillow covers of wool or fine animal hair","[""kg""]","3.8%","Free (A*,AU,BH,CL,CO,D,E,IL,JO,KR,MA,OM,P,PA,PE,S,SG)","50%","",""
"6304.99.60","4","Other","","3.2%","Free (AU,BH, CL,CO,E*,IL, JO,KR, MA,OM,P, PA,PE,S,SG)","90%","",""
"6304.99.60.10","5","Of wool or fine animal hair (469)","[""kg""]","","","","",""
"6304.99.60.20","5","Of artificial fibers (666)","[""kg""]","","","","",""
"","5","Other:","","","","","",""
"6304.99.60.30","6","Containing 85 percent or more by weight of silk or silk waste","[""kg""]","","","","",""
"6304.99.60.40","6","Other (899)","[""kg""]","","","","",""
"6305","0","Sacks and bags, of a kind used for the packing of goods:","","","","","",""
"6305.10.00.00","1","Of jute or of other textile bast fibers of heading 5303","[""kg""]","Free","","2.2¢/kg + 10%","",""
"6305.20.00.00","1","Of cotton (369)","[""kg""]","6.2%","Free (AU,BH, CL,CO,IL,JO,KR, MA,OM,P, PA,PE,S,SG)","40%","",""
"","1","Of man-made textile materials:","","","","","",""
"6305.32.00","2","Flexible intermediate bulk containers","","8.4%","Free (AU,BH, CL,CO,IL,JO,KR, MA,OM,P, PA,PE,S,SG)","103%","",""
"6305.32.00.10","3","Weighing one kg or more (669)","[""kg""]","","","","",""
"6305.32.00.20","3","Other (669)","[""kg""]","","","","",""
"6305.33.00","2","Other, of polyethylene or polypropylene strip or the like","","8.4%","Free (AU,BH, CL,CO,IL,JO,KR, MA,OM,P, PA,PE,S,SG)","103%","",""
"6305.33.00.10","3","Weighing one kg or more (669)","[""kg""]","","","","",""
"","3","Other:","","","","","",""
"","4","Weighing less than 1 kg, with an outer laminated ply of plastics sheeting:","","","","","",""
"6305.33.00.40","5","Printed with three or more colors (669)","[""kg""]","","","","",""
"6305.33.00.60","5","Other (669)","[""kg""]","","","","",""
"6305.33.00.80","4","Other (669)","[""kg""]","","","","",""
"6305.39.00.00","2","Other (669)","[""kg""]","8.4%","Free (AU,BH, CL,CO,IL,JO,KR, MA,OM,P, PA,PE,S,SG)","103%","",""
"6305.90.00.00","1","Of other textile materials (899)","[""kg""]","6.2%","Free (AU,BH, CL,CO,E*,IL,JO, KR,MA,OM,P, PA,PE,S,SG)","40%","",""
"6306","0","Tarpaulins, awnings and sunblinds; tents (including temporary canopies and similar articles); sails for boats, sailboards or landcraft; camping goods:","","","","","",""
"","1","Tarpaulins, awnings and sunblinds:","","","","","",""
"6306.12.00.00","2","Of synthetic fibers (669)","[""kg""]","8.8%","Free (AU,BH, CL,CO,IL,JO,KR, MA,OM,P, PA,PE,S,SG)","90%","",""
"6306.19","2","Of other textile materials:","","","","","",""
"6306.19.11.00","3","Of cotton (369)","[""kg""]","8%","Free (AU,BH, CL,CO,IL,JO,KR, MA,OM,P, PA,PE,S,SG)","90%","",""
"6306.19.21","3","Other","","5.1%","Free (AU,BH, CL,CO,E*,IL,JO, KR,MA,OM,P, PA,PE,S,SG)","40%","",""
"6306.19.21.10","4","Of artificial fibers (669)","[""kg""]","","","","",""
"6306.19.21.20","4","Other (899)","[""kg""]","","","","",""
"","1","Tents (including temporary canopies and similar articles):","","","","","",""
"6306.22","2","Of synthetic fibers:","","","","","",""
"6306.22.10.00","3","Backpacking tents","[""No."",""kg""]","Free","","90%","",""
"6306.22.90","3","Other","","8.8%","Free (AU,BH, CL,CO,IL,JO,KR, MA,OM,P, PA,PE,S,SG)","90%","",""
"6306.22.90.10","4","Screen houses","[""kg""]","","","","",""
"6306.22.90.30","4","Other (669)","[""kg""]","","","","",""
"6306.29","2","Of other textile materials:","","","","","",""
