HTS Number,Indent,Description,Unit of Quantity,General Rate of Duty,Special Rate of Duty,Column 2 Rate of Duty,Quota Quantity,Additional Duties
"1901.10.54.00","5","Described in additional U.S. note 10 to chapter 4 and entered pursuant to its provisions","[""kg"",""kg cmsc""]","16%","Free (A,AU,BH,CL,CO,D,E,IL,JO,KR,MA,OM,P,PA,PE,S,SG)","25%","",""
"1901.10.56.00","5","Other","[""kg"",""kg cmsc""]","$1.035/kg +13.6%","Free (BH,CL,JO,KR,MA,OM,P,PE,SG) 6.9¢/kg + 0.9% (PA) See 9822.04.25 (AU) See 9823.08.01-9823.08.38 (S+) See 9918.04.60-9918.04.80 (CO)","$1.217/kg + 16%","",""
"","4","Other:","","","","","",""
"1901.10.62.00","5","Described in general note 15 of the tariff schedule and entered pursuant to its provisions","[""kg""]","16%","Free (A+,AU,BH,CL,CO,D,E,IL,JO,KR,MA,OM,P,PA,PE,S,SG)","25%","",""
"1901.10.64.00","5","Described in additional U.S. note 10 to chapter 4 and entered pursuant to its provisions","[""kg""]","16%","Free (A+,AU,BH,CL,CO,D,E,IL,JO,KR,MA,OM,P,PA,PE,S,SG)","25%","",""
"1901.10.66.00","5","Other","[""kg""]","$1.035/kg + 13.6%","Free (BH,CL,JO,KR,MA,OM,P,PE,SG) 6.9¢/kg + 0.9% (PA) See 9822.04.25 (AU) See 9823.08.01-9823.08.38 (S+) See 9918.04.60-9918.04.80 (CO)","$1.217/kg + 16%","",""
"","3","Other:","","","","","",""
"1901.10.72.00","4","Described in general note 15 of the tariff schedule and entered pursuant to its provisions","[""kg""]","10%","Free (A+,AU,BH,CL,CO,D,E, IL,JO,KR,MA,OM,P,PA,PE,S, SG)","20%","",""
"","4","Articles containing over 10 percent by weight of sugar described in additional U.S. note 3 to chapter 17:","","","","","",""
"1901.10.74.00","5","Described in additional U.S. note 8 to chapter 17 and entered pursuant to its provisions","[""kg""]","10%","Free (A+,BH,CL,CO,D,E,IL,JO,KR,MA,OM,P,PA,PE,S,SG)","20%","",""
"1901.10.76.00","5","Other","[""kg""]","23.7¢/kg + 8.5%","Free (BH,CL,JO,KR,OM,SG) See 9822.03.01 (MA) See 9822.05.20 (P+) See 9822.06.10 (PE) See 9822.08.01 (CO) See 9822.09.17 (PA) See 9823.10.01-9823.10.45 (S+)","27.9¢/kg + 10%","",""
"1901.10.91.00","4","Other","[""kg""]","6.4%","Free (A,AU,BH,CL,CO,D,E,IL,JO,KR,MA,OM,P,PA,PE,S,SG)","20%","",""
"1901.20","1","Mixes and doughs for the preparation of bakers' wares of heading 1905:","","","","","",""
"","2","Containing over 25 percent by weight of butterfat, not put up for retail sale:","","","","","",""
"1901.20.02.00","3","Described in general note 15 of the tariff schedule and entered pursuant to its provisions","[""kg""]","10%","Free (A,AU,BH,CL,CO,D,E,IL,JO,KR,MA,OM,P,PA,PE,S,SG)","20%","",""
"","3","Other:","","","","","",""
"","4","Dairy products described in additional U.S. note 1 to chapter 4:","","","","","",""
"1901.20.05.00","5","Described in additional U.S. note 10 to chapter 4 and entered pursuant to its provisions","[""kg"",""kg cmsc""]","10%","Free (A,AU,BH,CL,CO,D,E,IL,JO,KR,MA,OM,P,PA,PE,S,SG)","20%","",""
"1901.20.15.00","5","Other","[""kg"",""kg cmsc""]","42.3¢/kg +8.5%","Free (BH,CL,JO,KR,MA,OM,P,PE,SG) 2.8¢/kg + 0.5% (PA) See 9822.04.25 (AU) See 9823.08.01-9823.08.38 (S+) See 9918.04.60-9918.04.80 (CO)","49.8¢/kg +10%","",""
"","4","Other:","","","","","",""
"","5","Articles containing over 65 percent by dry weight of sugar described in additional U.S. note 2 to chapter 17:","","","","","",""
"1901.20.20.00","6","Described in additional U.S. note 7 to chapter 17 and entered pursuant to its provisions","[""kg"",""kg cmsc""]","10%","Free (CO,KR,OM,PA,PE,S)","20%","",""
"1901.20.25.00","6","Other","[""kg"",""kg cmsc""]","42.3¢/kg + 8.5%","Free (BH,CL,JO,KR,OM,SG) See 9822.05.20 (P+) See 9822.06.10 (PE) See 9822.08.01 (CO) See 9822.09.17 (PA) See 9823.10.01-9823.10.45 (S+) See 9822.03.01(MA)","49.8¢/kg + 10%","",""
"","5","Mixes and doughs described in additional U.S. note 1 to chapter 19:","","","","","",""
"1901.20.30.00","6","Described in additional U.S. note 3 to this chapter and entered pursuant to its provisions","[""kg"",""kg cmsc""]","10%","Free (A,BH,CL,CO,D,E,IL,JO,KR,MA,OM,P,PA,PE,S,SG)","20%","",""
"1901.20.35.00","6","Other","[""kg"",""kg cmsc""]","42.3¢/kg + 8.5%","Free (BH,CL,JO,KR,OM,SG) See 9822.05.20 (P+) See 9822.06.10 (PE) See 9822.08.01 (CO) See 9822.09.17 (PA) See 9823.10.01-9823.10.45 (S+) See 9822.03.01(MA)","49.8¢/kg + 10%","",""
"1901.20.40.00","5","Other","[""kg"",""kg cmsc""]","8.5%","Free (A,AU,BH,CL,CO,D,E,IL,JO,KR,MA,OM,P,PA,PE,S,SG)","20%","",""
"","2","Other:","","","","","",""
"1901.20.42.00","3","Described in general note 15 of the tariff schedule and entered pursuant to its provisions","[""kg""]","10%","Free (A,AU,BH,CL,CO,D,E,IL,JO,KR,MA,OM,P,PA,PE,S,SG)","20%","",""
"","3","Other:","","","","","",""
"","4","Dairy products described in additional U.S. note 1 to chapter 4:","","","","","",""
"1901.20.45.00","5","Described in additional U.S. note 10 to chapter 4 and entered pursuant to its provisions","[""kg"",""kg cmsc""]","10%","Free (A*,AU,BH,CL,CO,D,E,IL,JO,KR,MA,OM,P,PA,PE,S,SG)","20%","",""
"1901.20.50.00","5","Other","[""kg"",""kg cmsc""]","42.3¢/kg + 8.5%","Free (BH,CL,JO,KR,MA,OM,P,PE,SG) 2.8¢/kg + 0.5% (PA) See 9822.04.25 (AU) See 9823.08.01-9823.08.38 (S+) See 9918.04.60-9918.04.80 (CO)","49.8¢/kg + 10%","",""
"","4","Other:","","","","","",""
"","5","Articles containing over 65 percent by dry weight of sugar described in additional U.S. note 2 to chapter 17:","","","","","",""
"1901.20.55.00","6","Described in additional U.S. note 7 to chapter 17 and entered pursuant to its provisions","[""kg""]","10%","Free (CO,KR,OM,PA,PE,S)","20%","",""
"1901.20.60.00","6","Other","[""kg""]","42.3¢/kg + 8.5%","Free (BH,CL,JO,KR,OM,SG) See 9822.05.20 (P+) See 9822.06.10 (PE) See 9822.08.01 (CO) See 9822.09.17 (PA) See 9823.10.01-9823.10.45 (S+) See 9822.03.01(MA)","49.8¢/kg + 10%","",""
"","5","Mixes and doughs described in additional U.S. note 1 to chapter 19:","","","","","",""
"1901.20.65.00","6","Described in additional U.S. note 3 to this chapter and entered pursuant to its provisions","[""kg""]","10%","Free (A,BH,CL,CO,D,E,IL,JO,KR,MA,OM,P,PA,PE,S,SG)","20%","",""
"1901.20.70.00","6","Other","[""kg""]","42.3¢/kg + 8.5%","Free (BH,CL,JO,KR,OM,SG) See 9822.05.20 (P+) See 9822.06.10 (PE) See 9822.08.01 (CO) See 9822.09.17 (PA) See 9823.10.01-9823.10.45 (S+) See 9822.03.01(MA)","49.8¢/kg + 10%","",""
"1901.20.80.00","5","Other","[""kg""]","8.5%","Free (A,AU,BH,CL,CO,D,E,IL,JO,KR,MA,OM,P,PA,PE,S,SG)","20%","",""
"1901.90","1","Other:","","","","","",""
"","2","Malt extract:","","","","","",""
"1901.90.10.00","3","Fluid","[""liters""]","3.2¢/liter","Free (A+,AU,BH,CL,CO,D,E, IL,JO,KR,MA,OM,P,PA,PE,S, SG)","26¢/liter","",""
"1901.90.20.00","3","Solid or condensed","[""kg""]","9.6%","Free (A+,AU,BH,CL,CO,D,E,IL,JO,KR,MA,OM,P,PA,PE,S,SG)","60%","",""
"1901.90.25.00","2","Puddings ready for immediate consumption without further preparation","[""kg""]","Free","","30%","",""
"1901.90.28.00","2","Dry mixtures containing less than 31 percent by weight of butterfat and consisting of not less than 17.5 percent by weight each of sodium caseinate, butterfat, whey solids containing over 5.5 percent by weight of butterfat, and dried whole milk, but not containing dried milk, dried whey or dried buttermilk any of which contain 5.5 percent or less by weight of butterfat","[""kg"",""kg cmsc""]","0.37¢/kg","Free (A,AU,BH,CL,CO,D,E,IL,JO,KR,MA,OM,P,PA,PE,S,SG)","12.1¢/kg","",""
"1901.90.32.00","2","Cajeta not made from cow's milk","[""kg""]","11.2%","Free (A+,AU,BH,CL,CO,D,E,IL,JO,KR,MA,OM,P,PA,PE,S,SG)","35%","",""
"","2","Margarine cheese:","","","","","",""
"1901.90.33.00","3","Described in general note 15 of the tariff schedule and entered pursuant to its provisions","[""kg""]","10%","Free (A+,AU,BH,CL,CO,D,E,IL,JO,KR,MA,OM,P,PA,PE,S,SG)","20%","",""
"1901.90.34.00","3","Described in additional U.S. note 23 to chapter 4 and entered pursuant to its provisions","[""kg"",""kg cmsc""]","10%","Free (A+,BH,CL,CO,D,E,IL,JO,KR,MA,OM,P,PA,PE,S,SG)","20%","",""
"1901.90.36.00","3","Other","[""kg"",""kg cmsc""]","$1.128/kg","Free (BH,CL,JO,MA,OM,P,PE,SG) 7.5¢/kg (KR) See 9823.04.01-9823.04.54 (S+) See 9908.04.05 (IL) See 9918.04.50-9918.04.59 (CO) See 9919.04.50, 9919.04.57, 9919.04.67 (PA)","$1.328/kg","",""
"","2","Other:","","","","","",""
"","3","Dairy products described in additional U.S. note 1 to chapter 4:","","","","","",""
"","4","Dairy preparations containing over 10 percent by weight of milk solids:","","","","","",""
"1901.90.60.00","5","Described in general note 15 of the tariff schedule and entered pursuant to its provisions","[""kg""]","16%","Free (A+,AU,BH,CL,CO,D,E,IL,JO,KR,MA,OM,P,PA,PE,S,SG)","25%","",""
"1901.90.61.00","5","Described in additional U.S. note 10 to chapter 4 and entered pursuant to its provisions","[""kg"",""kg cmsc""]","16%","Free (A,AU,BH,CL,CO,D,E,IL,JO,KR,MA,OM,P,PA,PE,S,SG)","25%","",""
"1901.90.62.00","5","Other","[""kg"",""kg cmsc""]","$1.035/kg +13.6%","Free (BH,CL,JO,KR,MA,OM,P,PE,SG) 6.9¢/kg + 0.9% (PA) See 9822.04.25 (AU) See 9823.08.01-9823.08.38 (S+) See 9918.04.60-9918.04.80 (CO)","$1.217/kg + 16%","",""
"","4","Other:","","","","","",""
"1901.90.63.00","5","Described in general note 15 of the tariff schedule and entered pursuant to its provisions","[""kg""]","16%","Free (A+,AU,BH,CL,CO,D,E,IL,JO,KR,MA,OM,P,PA,PE,S,SG)","25%","",""
"1901.90.64.00","5","Described in additional U.S. note 10 to chapter 4 and entered pursuant to its provisions","[""kg""]","16%","Free (A+,AU,BH,CL,CO,D,E,IL,JO,KR,MA,OM,P,PA,PE,S,SG)","25%","",""
"1901.90.65.00","5","Other","[""kg""]","$1.035/kg + 13.6%","Free (BH,CL,JO,KR,MA,OM,P,PE,SG) 6.9¢/kg + 0.9% (PA) See 9822.04.25 (AU) See 9823.08.01-9823.08.38 (S+) See 9918.04.60-9918.04.80 (CO)","$1.217/kg + 16%","",""
"","3","Other:","","","","","",""
"1901.90.66.00","4","Described in general note 15 of the tariff schedule and entered pursuant to its provisions","[""kg""]","10%","Free (A+,AU,BH,CL,CO,D,E, IL,JO,KR,MA,OM,P,PA,PE,S, SG)","20%","",""
"","4","Other:","","","","","",""
"","5","Articles containing over 65 percent by dry weight of sugar described in additional U.S. note 2 to chapter 17:","","","","","",""
"1901.90.67.00","6","Described in additional U.S. note 7 to chapter 17 and entered pursuant to its provisions","[""kg""]","10%","Free (CO,KR,OM,PA,PE,S)","20%","",""
"1901.90.68.00","6","Other","[""kg""]","23.7¢/kg + 8.5%","Free (BH,CL,JO,KR,OM,SG) See 9822.05.20 (P+) See 9822.06.10 (PE) See 9822.08.01 (CO) See 9822.09.17 (PA) See 9823.10.01-9823.10.45 (S+) See 9822.03.01(MA)","27.9¢/kg + 10%","",""
"","5","Articles containing over 10 percent by dry weight of sugar described in additional U.S. note 3 to chapter 17:","","","","","",""
"1901.90.69.00","6","Described in additional U.S. note 8 to chapter pursuant to its provisions","[""kg""]","10%","Free (A+,BH,CL,CO,D,E,IL,JO,KR,MA,OM,P,PA,PE,S,SG)","20%","",""
"1901.90.71.00","6","Other","[""kg""]","23.7¢/kg + 8.5%","Free (BH,CL,JO,KR,OM,SG) See 9822.05.20 (P+) See 9822.06.10 (PE) See 9822.08.01 (CO) See 9822.09.17 (PA) See 9823.10.01-9823.10.45 (S+) See 9822.03.01(MA)","27.9¢/kg + 10%","",""
"","5","Other:","","","","","",""
"1901.90.72.00","6","Containing over 5.5 percent by weight of butterfat and not packaged for retail sale","[""kg"",""kg cmsc""]","10.2%","Free (A+,AU,BH,CL,CO,D,E, IL,JO,KR ,MA, OM,P,PA,PE,S,SG)","20%","",""
"1901.90.91","6","Other","","6.4%","Free (A,AU,BH,CL,CO,D,E,IL,JO,KR,MA,OM,P,PA,PE,S,SG)","20%","",""
"1901.90.91.82","7","Corn-soya milk blends","[""kg""]","","","","",""
"1901.90.91.85","7","Wheat-flour-soya blends","[""kg""]","","","","",""
"1901.90.91.95","7","Other","[""kg""]","","","","",""
"1902","0","Pasta, whether or not cooked or stuffed (with meat or other substances) or otherwise prepared, such as spaghetti, macaroni, noodles, lasagna, gnocchi, ravioli, cannelloni; couscous, whether or not prepared:","","","","","",""
"","1","Uncooked pasta, not stuffed or otherwise prepared:","","","","","",""
"1902.11","2","Containing eggs:","","","","","",""
"1902.11.20","3","Exclusively pasta","","Free","","6.6¢/kg","",""
"","4","Product of a European Union (EU) country:","","","","","",""
"1902.11.20.10","5","Subject to the Inward Processing Regime (IPR)","[""kg""]","","","","",""
"1902.11.20.20","5","Subject to the EU reduced export refund in accordance with the US-EU Pasta agreement","[""kg""]","","","","",""
"1902.11.20.30","5","Other","[""kg""]","","","","",""
"1902.11.20.90","4","Product of a country other than an EU country","[""kg""]","","","","",""
"1902.11.40.00","3","Other, including pasta packaged with sauce preparations","[""kg""]","6.4%","Free (A*,AU,BH,CL,CO,D,E,IL,JO,KR,MA,OM,P,PA,PE,S,SG)","20%","",""
"1902.19","2","Other:","","","","","",""
"1902.19.20","3","Exclusively pasta","","Free","","4.4¢/kg","",""
"","4","Product of a European Union (EU) Country:","","","","","",""
"1902.19.20.10","5","Subject to the Inward Processing Regime (IPR)","[""kg""]","","","","",""
"1902.19.20.20","5","Subject to the EU reduced export refund in accordance with the US-EU Pasta agreement","[""kg""]","","","","",""
"1902.19.20.30","5","Other","[""kg""]","","","","",""
"1902.19.20.90","4","Product of a country other than an EU country","[""kg""]","","","","",""
"1902.19.40.00","3","Other, including pasta packaged with sauce preparations","[""kg""]","6.4%","Free (A*,AU,BH,CL,CO,D,E,IL,JO,KR,MA,OM,P,PA,PE,S,SG)","20%","",""
"1902.20.00","1","Stuffed pasta, whether or not cooked or otherwise prepared","","6.4%","Free (A*,AU,BH,CL,CO,D,E,IL,JO,KR,MA,OM,P,PA,PE,S,SG)","20%","",""
"1902.20.00.20","2","Canned","[""kg""]","","","","",""
"","2","Other:","","","","","",""
"1902.20.00.40","3","Frozen","[""kg""]","","","","",""
"1902.20.00.60","3","Other","[""kg""]","","","","",""
"1902.30.00","1","Other pasta","","6.4%","Free (A*,AU,BH,CL,CO,D,E,IL,JO,KR,MA,OM,P,PA,PE,S,SG)","20%","",""
"1902.30.00.20","2","Canned","[""kg""]","","","","",""
"","2","Other:","","","","","",""
"1902.30.00.40","3","Frozen","[""kg""]","","","","",""
"1902.30.00.60","3","Other","[""kg""]","","","","",""
"1902.40.00.00","1","Couscous","[""kg""]","6.4%","Free (A,AU,BH,CL,CO,D,E,IL,JO,KR,MA,OM,P,PA,PE,S,SG)","20%","",""
"1903.00","0","Tapioca and substitutes therefor prepared from starch, in the form of flakes, grains, pearls, siftings or in similar forms:","","","","","",""
"1903.00.20.00","1","Of arrowroot, cassava or sago","[""kg""]","Free","","Free","",""
"1903.00.40.00","1","Other","[""kg""]","0.8¢/kg","Free (A+,AU,BH,CL,CO,D,E, IL,JO,KR,MA,OM,P,PA,PE,S, SG)","3.3¢/kg","",""
"1904","0","Prepared foods obtained by the swelling or roasting of cereals or cereal products (for example, cornflakes); cereals (other than corn (maize)) in grain form or in the form of flakes or other worked grains (except flour, groats and meal), pre-cooked or otherwise prepared, not elsewhere specified or included:","","","","","",""
"1904.10.00","1","Prepared foods obtained by the swelling or roasting of cereals or cereal products","","1.1%","Free (A,AU,BH,CL,CO,D,E,IL,JO,KR,MA,OM,P,PA,PE,S,SG)","20%","",""
"1904.10.00.40","2","Containing cane and/or beet sugar","[""kg""]","","","","",""
"1904.10.00.80","2","Other","[""kg""]","","","","",""
"1904.20","1","Prepared foods obtained from unroasted cereal flakes or from mixtures of unroasted cereal flakes and roasted cereal flakes or swelled cereals:","","","","","",""
"1904.20.10.00","2","In airtight containers and not containing apricots, citrus fruits, peaches or pears","[""kg""]","5.6%","Free (A+,AU,BH,CL,CO,D,E,IL, JO,KR,MA, OM,P,PA,PE,S,SG)","35%","",""
"1904.20.90.00","2","Other","[""kg""]","14.9%","Free (A+,AU,BH,CL,CO,D,E,IL,JO,KR,MA,OM,P,PA,PE,S,SG)","35%","",""
"1904.30.00.00","1","Bulgur wheat","[""kg""]","14%","Free (A*,AU,BH,CL,CO,D,E,IL,JO,KR,MA,OM,P,PA,PE,S,SG)","35%","",""
"1904.90.01","1","Other","","14%","Free (A,AU,BH,CL,CO,D,E,IL,JO,KR,MA,OM,P,PA,PE,S,SG)","35%","",""
"1904.90.01.20","2","Frozen","[""kg""]","","","","",""
"1904.90.01.40","2","Other","[""kg""]","","","","",""
"1905","0","Bread, pastry, cakes, biscuits and other bakers' wares, whether or not containing cocoa; communion wafers, empty capsules of a kind suitable for pharmaceutical use, sealing wafers, rice paper and similar products:","","","","","",""
"1905.10.00.00","1","Crispbread","[""kg""]","Free","","30%","",""
"1905.20.00.00","1","Gingerbread and the like","[""kg""]","Free","","30%","",""
"","1","Sweet biscuits; waffles and wafers:","","","","","",""
"1905.31.00","2","Sweet biscuits","","Free","","30%","",""
"","3","Frozen:","","","","","",""
"1905.31.00.21","4","Containing peanuts or peanut products","[""kg""]","","","","",""
"1905.31.00.29","4","Other","[""kg""]","","","","",""
"","3","Other:","","","","","",""
"1905.31.00.41","4","Containing peanuts or peanut products","[""kg""]","","","","",""
"1905.31.00.49","4","Other","[""kg""]","","","","",""
"1905.32.00","2","Waffles and wafers","","Free","","30%","",""
"","3","Frozen:","","","","","",""
"1905.32.00.21","4","Containing peanuts or peanut products","[""kg""]","","","","",""
"1905.32.00.29","4","Other","[""kg""]","","","","",""
"","3","Other:","","","","","",""
"1905.32.00.41","4","Containing peanuts or peanut products","[""kg""]","","","","",""
"1905.32.00.49","4","Other","[""kg""]","","","","",""
"1905.40.00.00","1","Rusks, toasted bread and similar toasted products","[""kg""]","Free","","30%","",""
"1905.90","1","Other:","","","","","",""
"1905.90.10","2","Bread, pastry, cakes, biscuits and similar baked products, and puddings, whether or not containing chocolate, fruit, nuts or confectionery","","Free","","30%","",""
"","3","Frozen:","","","","","",""
"1905.90.10.41","4","Pastries, cakes and similar sweet baked products; puddings","[""kg""]","","","","",""
"1905.90.10.49","4","Other","[""kg""]","","","","",""
"","3","Other:","","","","","",""
"1905.90.10.50","4","Pastries, cakes and similar sweet baked products; puddings","[""kg""]","","","","",""
"1905.90.10.70","4","Bread","[""kg""]","","","","",""
"1905.90.10.90","4","Other","[""kg""]","","","","",""
"1905.90.90","2","Other","","4.5%","Free (A*,AU,BH,CL,CO,D,E,IL,JO,KR,MA,OM,P,PA,PE,S,SG)","20%","",""
"1905.90.90.30","3","Corn chips and similar crisp savory snack foods","[""kg""]","","","","",""
"1905.90.90.60","3","Pizza and quiche","[""kg""]","","","","",""
"1905.90.90.90","3","Other","[""kg""]","","","","",""
