HTS Number,Indent,Description,Unit of Quantity,General Rate of Duty,Special Rate of Duty,Column 2 Rate of Duty,Quota Quantity,Additional Duties
"3405","0","Polishes and creams, for footwear, furniture, floors, coachwork, glass or metal, scouring pastes and powders and similar preparations (whether or not in the form of paper, wadding, felt, nonwovens, cellular plastics or cellular rubber, impregnated, coated or covered with such preparations), excluding waxes of heading 3404:","","","","","",""
"3405.10.00.00","1","Polishes, creams and similar preparations for footwear or leather","[""kg""]","Free","","25%","",""
"3405.20.00.00","1","Polishes, creams and similar preparations for the maintenance of wooden furniture, floors or other woodwork","[""kg""]","Free","","25%","",""
"3405.30.00.00","1","Polishes and similar preparations for coachwork, other than metal polishes","[""kg""]","Free","","25%","",""
"3405.40.00.00","1","Scouring pastes and powders and other scouring preparations","[""kg""]","Free","","4.4¢/kg + 15%","",""
"3405.90.00.00","1","Other","[""kg""]","Free","","25%","",""
"3406.00.00.00","0","Candles, tapers and the like","[""kg""]","Free","","27.5%","",""
"3407","0","Modeling pastes, including those put up for children's amusement; preparations known as ""dental wax"" or as ""dental impression compounds"", put up in sets, in packings for retail sale or in plates, horseshoe shapes, sticks or similar forms; other preparations for use in dentistry, with a basis of plaster (of calcined gypsum or calcium sulfate):","","","","","",""
"3407.00.20.00","1","Modeling pastes, including those put up for children's amusement","[""kg""]","Free","","40%","",""
"3407.00.40.00","1","Other","[""kg""]","Free","","40%","",""
