HTS Number,Indent,Description,Unit of Quantity,General Rate of Duty,Special Rate of Duty,Column 2 Rate of Duty,Quota Quantity,Additional Duties
"4202.12.81","4","Of man-made fibers","","17.6%","Free (A,AU,BH,CL,CO,D,IL,JO,KR, MA,NP,OM,P,PA,PE,S,SG) 16.6% (E)","65%","",""
"4202.12.81.30","5","Attache cases, briefcases, school satchels, occupational luggage cases and similar containers (670)","[""No."",""<u>kg<\/u>""]","","","","",""
"4202.12.81.70","5","Other (670)","[""No."",""<u>kg<\/u>""]","","","","",""
"4202.12.89","4","Other","","17.6%","Free (AU,BH,CL,CO,IL,JO,KR,MA,NP, OM,P,PA,PE,S,SG) 16.6% (E)","65%","",""
"","5","<span style=""line-height: normal;"">Attache cases, briefcases, school satchels, occupational luggage cases and similar containers: </span>","","","","","",""
"4202.12.89.10","6","Containing 85 percent or more by weight of silk or silk waste","[""No."",""kg""]","","","","",""
"4202.12.89.20","6","Of cotton (369)","[""No."",""<u>kg<\/u>""]","","","","",""
"4202.12.89.40","6","Other (870)","[""No."",""<u>kg<\/u>""]","","","","",""
"","5","Other:","","","","","",""
"4202.12.89.50","6","Containing 85 percent or more by weight of silk or silk waste","[""No."",""kg""]","","","","",""
"4202.12.89.60","6","Of cotton (369)","[""No."",""<u>kg<\/u>""]","","","","",""
"4202.12.89.80","6","Other (870)","[""No."",""<u>kg<\/u>""]","","","","",""
"4202.19.00.00","2","Other","[""No.""]","20%","Free (AU,BH,CL,CO,D,IL,JO,KR,MA, OM,P,PA,PE,R,S,SG) 17.5% (E)","45%","",""
"","1","Handbags, whether or not with shoulder strap, including those without handle:","","","","","",""
"4202.21","2","With outer surface of leather or of composition leather:","","","","","",""
"4202.21.30.00","3","Of reptile leather","[""No.""]","5.3%","Free (AU,BH, CL,CO,D,IL, JO,KR,MA, OM,P,PA,PE,R,S, SG) 4.2% (E)","35%","",""
"","3","Other:","","","","","",""
"4202.21.60.00","4","Valued not over $20 each","[""No.""]","10%","Free (A,AU,BH,CL,CO,D,IL, JO,KR,MA,NP,OM,P,PA,PE,R,S,SG) 8% (E)","35%","",""
"4202.21.90.00","4","Valued over $20 each","[""No.""]","9%","Free (A,AU,BH,CL,CO,D,IL, JO,KR,MA,NP,OM,P,PA,PE,R,S,SG) 7.2% (E)","35%","",""
"4202.22","2","With outer surface of sheeting of plastics or of textile materials:","","","","","",""
"4202.22.15.00","3","With outer surface of sheeting of plastics","[""No.""]","16%","Free (A,AU,BH,CL,CO,D,IL, JO,KR,MA,NP,OM,P,PA,PE,R,S,SG) 15% (E)","45%","",""
"","3","With outer surface of textile materials:","","","","","",""
"","4","Wholly or in part of braid:","","","","","",""
"4202.22.35.00","5","Of abaca","[""No."",""kg""]","8.4%","Free (A,AU,BH,CL,CO,D,E,IL,JO,KR,MA,OM,P,PA,PE,S,SG)","90%","",""
"4202.22.40","5","Other","","7.4%","Free (AU,BH,CL,CO,IL,JO, KR,MA,NP,OM,P,PA,PE,S,SG) 5.7% (E)","90%","",""
"4202.22.40.10","6","Containing 85 percent or more by weight of silk or silk waste","[""No."",""kg""]","","","","",""
"","6","Other:","","","","","",""
"4202.22.40.20","7","Of cotton (369)","[""No."","" <u>kg<\/u>""]","","","","",""
"4202.22.40.30","7","Of man-made fibers (670)","[""No."",""<u>kg<\/u>""]","","","","",""
"4202.22.40.40","7","Other (871)","[""No."",""<u>kg<\/u>""]","","","","",""
"","4","Other:","","","","","",""
"","5","Of vegetable fibers and not of pile or tufted construction:","","","","","",""
"4202.22.45.00","6","Of cotton (369)","[""No."",""kg""]","6.3%","Free (A,AU,BH,CL,CO, D,IL,JO,KR, MA,NP,OM,P,PA,PE,S,SG) 4.9% (E)","40%","",""
"4202.22.60.00","6","Other (871)","[""No."",""kg""]","5.7%","Free (AU,BH,CL,CO,IL,JO,KR,MA, NP,OM,P,PA,PE,S,SG) 4.4% (E)","40%","",""
"","5","Other:","","","","","",""
"4202.22.70.00","6","Containing 85 percent or more by weight of silk or silk waste","[""No."",""kg""]","7%","Free (AU,BH,CL,CO,D,E,IL,JO,KR,MA,NP,OM,P,PA,PE,S,SG)","65%","",""
"4202.22.81.00","6","Of man-made fibers (670)","[""No."",""<u>kg<\/u>""]","17.6%","Free (A,AU,BH,CL,CO,D,IL,JO,KR, MA,NP,OM,P,PA,PE,S,SG) 16.6% (E)","65%","",""
"4202.22.89","6","Other","","17.6%","Free (AU,BH,CL,CO,IL,JO,KR,MA,NP, OM,P,PA,PE,S,SG) 16.6% (E)","65%","",""
"4202.22.89.30","7","Of cotton (369)","[""No."",""<u>kg<\/u>""]","","","","",""
"4202.22.89.70","7","Of paper yarn","[""No."",""kg""]","","","","",""
"4202.22.89.80","7","Other (871)","[""No."",""<u>kg<\/u>""]","","","","",""
"4202.29","2","Other:","","","","","",""
"","3","Of materials (other than leather, composition leather, sheeting of plastics, textile materials, vulcanized fiber or paperboard) wholly or mainly covered with paper:","","","","","",""
"4202.29.10.00","4","Of plastics","[""No.""]","5.3%","Free (A,AU,BH,CL,CO,D,E,IL,JO,KR,MA,OM,P,PA,PE,S,SG)","80%","",""
"4202.29.20.00","4","Of wood","[""No.""]","3.3%","Free (A,AU,BH,CL,CO,D,E,IL,JO,KR,MA,OM,P,PA,PE,S,SG)","33 1/3%","",""
"4202.29.50.00","4","Other","[""No.""]","7.8%","Free (AU,BH,CL,CO,D,E,IL,JO,KR,MA, NP,OM,P,PA,PE,S,SG)","110%","",""
"4202.29.90.00","3","Other","[""No.""]","20%","Free (AU,BH,CL,CO,D,IL,JO,KR,MA,NP,OM,P,PA,PE,R,S,SG) 17.5% (E)","45%","",""
"","1","Articles of a kind normally carried in the pocket or in the handbag:","","","","","",""
"4202.31","2","With outer surface of leather or of composition leather:","","","","","",""
"4202.31.30.00","3","Of reptile leather","[""No.""]","3.7%","Free (A,AU,BH,CL,CO,D,E,IL,JO,KR,MA,OM,P,PA,PE,S,SG)","35%","",""
"4202.31.60.00","3","Other","[""No.""]","8%","Free (A,AU,BH, CL,CO,D,IL, JO,KR,MA,NP,OM,P,PA,PE,R,S,SG) 6.4% (E)","35%","",""
"4202.32","2","With outer surface of sheeting of plastics or of textile materials:","","","","","",""
"","3","With outer surface of sheeting of plastics:","","","","","",""
"4202.32.10.00","4","Of reinforced or laminated plastics","[""No."",""kg""]","12.1¢/kg + 4.6%","Free (A,AU,BH,CL,CO,D,E,IL,JO,KR,MA,OM,P,PA,PE,S,SG)","$1.10/kg + 40%","",""
"4202.32.20.00","4","Other","[""No.""]","20%","Free (A,AU,BH,CL,CO,D,E,IL,JO,KR,MA,OM,P,PA,PE,S,SG)","45%","",""
"","3","With outer surface of textile materials:","","","","","",""
"","4","Of vegetable fibers and not of pile or tufted construction:","","","","","",""
"4202.32.40.00","5","Of cotton (369)","[""No."",""kg""]","6.3%","Free (A,AU,BH,CL,CO,D,IL,JO,KR, MA,NP,OM,P,PA,PE,S,SG) 4.9% (E)","40%","",""
"4202.32.80.00","5","Other (871)","[""No."",""kg""]","5.7%","Free (A,AU,BH,CL,CO,D,E,IL,JO, KR,MA,NP,OM,P, PA,PE,S,SG)","40%","",""
"","4","Other:","","","","","",""
"4202.32.85.00","5","Containing 85 percent or more by weight of silk or silk waste","[""No."",""kg""]","Free","","65%","",""
"4202.32.91.00","5","Of cotton (369)","[""No."",""<u>kg<\/u>""]","17.6%","Free (AU,BH,CL,CO,IL,JO,KR, MA,NP,OM,P,PA,PE,S,SG) 16.6% (E)","65%","",""
"4202.32.93.00","5","Of man-made fibers (670)","[""No."",""<u>kg<\/u>""]","17.6%","Free (A,AU,BH,CL,CO,D,IL,JO,KR, MA,NP,OM,P,PA,PE,S,SG) 16.6% (E)","65%","",""
"4202.32.99.00","5","Other (871)","[""No."",""<u>kg<\/u>""]","17.6%","Free (A,AU,BH,CL,CO,D,IL,JO,KR, MA,NP,OM,P,PA,PE,S,SG) 16.6% (E)","65%","",""
"4202.39","2","Other:","","","","","",""
"","3","Of material (other than leather, composition leather, sheeting of plastics, textile materials, vulcanized fiber or paperboard) wholly or mainly covered with paper:","","","","","",""
"4202.39.10.00","4","Of plastics","[""No."",""kg""]","5.3%","Free (A,AU,BH,CL,CO,D,E,IL,JO,KR,MA,OM,P,PA,PE,S,SG)","80%","",""
"4202.39.20.00","4","Of wood","[""No."",""kg""]","3.3%","Free (A,AU,BH,CL,CO,D,E,IL,JO,KR,MA,OM,P,PA,PE,S,SG)","33 1/3%","",""
"4202.39.50.00","4","Other","[""No."",""kg""]","7.8%","Free (AU,BH, CL,CO,D,E,IL, JO,KR,MA, OM,P,PA,PE,S,SG)","110%","",""
"4202.39.90.00","3","Other","[""No."",""kg""]","20%","Free (A,AU,BH,CL,CO,D,E,IL,JO,KR,MA,OM,P,PA,PE,S,SG)","45%","",""
"","1","Other:","","","","","",""
"4202.91","2","With outer surface of leather or of composition leather:","","","","","",""
"4202.91.10.00","3","Golf bags","[""No.""]","4.5%","Free (AU,BH,CL,CO,D,IL,JO,KR, MA,NP,OM,P,PA,PE,S,SG) 3.5% (E)","35%","",""
"4202.91.90","3","Other","","4.5%","Free (A,AU,BH,CL,CO,D,IL,JO,KR, MA,NP,OM,P,PA,PE,S,SG) 3.5% (E)","35%","",""
"4202.91.90.30","4","Travel, sports and similar bags","[""No.""]","","","","",""
"4202.91.90.90","4","Other","[""No.""]","","","","",""
"4202.92","2","With outer surface of sheeting of plastics or of textile materials:","","","","","",""
"","3","Insulated food or beverage bags:","","","","","",""
"","4","With outer surface of textile materials:","","","","","",""
"4202.92.04.00","5","Beverage bags whose interior incorporates only a flexible plastic container of a kind for storing and dispensing potable beverages through attached flexible tubing","[""No."",""<u>kg<\/u>""]","7%","Free (A,AU,BH,CL,CO,D,E,IL,JO,KR,MA,OM,P,PA,PE,S,SG)","40%","",""
"4202.92.08","5","Other","","7%","Free (AU,BH,CL,CO,E,IL,JO, KR,MA,NP,OM,P,PA,PE,S,SG)","40%","",""
"4202.92.08.05","6","Of cotton (369)","[""No."",""<u>kg<\/u>""]","","","","",""
"4202.92.08.07","6","Of man-made fibers (670)","[""No."",""<u>kg<\/u>""]","","","","",""
"4202.92.08.09","6","Other (870)","[""No."",""<u>kg<\/u>""]","","","","",""
"4202.92.10.00","4","Other","[""No."",""kg""]","3.4%","Free (A,AU,BH,CL,CO,D,E,IL,JO,KR,MA,OM,P,PA,PE,S,SG)","80%","",""
"","3","Travel, sports and similar bags:","","","","","",""
"","4","With outer surface of textile materials:","","","","","",""
"","5","Of vegetable fibers and not of pile or tufted construction:","","","","","",""
"4202.92.15.00","6","Of cotton (369)","[""No."",""kg""]","6.3%","Free (A,AU,BH,CL,CO,D,IL,JO,KR, MA,NP,OM,P,PA,PE,S,SG) 4.9% (E)","40%","",""
"4202.92.20.00","6","Other (870)","[""No."",""kg""]","5.7%","Free (A,AU,BH,CL,CO,D,IL,JO,KR, MA,NP,OM,P,PA,PE,S,SG) 4.4% (E)","40%","",""
"4202.92.31","5","Of man-made fibers","","17.6%","Free (A,AU,BH,CL,CO,D,IL,JO,KR, MA,NP,OM,P,PA,PE,S,SG) 16.6% (E)","65%","",""
"4202.92.31.20","6","Backpacks (670)","[""No."",""<u>kg<\/u>""]","","","","",""
"4202.92.31.31","6","Other (670)","[""No."",""<u>kg<\/u>""]","","","","",""
"4202.92.33","5","Of paper yarn or of cotton; containing 85 percent or more by weight of silk or silk waste","","17.6%","Free (AU,BH,CL,CO,IL,JO,KR, MA,NP,OM,P,PA,PE,S,SG) 16.6% (E)","65%","",""
"4202.92.33.05","6","Of paper yarn","[""No."",""kg""]","","","","",""
"4202.92.33.10","6","Containing 85 percent or more by weight of silk or silk waste","[""No."",""kg""]","","","","",""
"4202.92.33.16","6","Of cotton (369)","[""No."",""<u>kg<\/u>""]","","","","",""
"4202.92.39.00","5","Other (870)","[""No."",""<u>kg<\/u>""]","17.6%","Free (A,AU,BH,CL,CO,D,IL,JO,KR, MA,NP,OM,P,PA,PE,S,SG) 16.6% (E)","65%","",""
"4202.92.45.00","4","Other","[""No."",""kg""]","20%","Free (A,AU,BH,CL,CO,D,IL, JO,KR,MA,NP,OM,P,PA,PE,R,S, SG) 17.5% (E)","45%","",""
"4202.92.50.00","3","Musical instrument cases","[""No.""]","4.2%","Free (A,AU,BH,CL,CO,D,E,IL,JO,KR,MA,OM,P,PA,PE,S,SG)","50%","",""
"","3","Other:","","","","","",""
"4202.92.60","4","Of cotton","","6.3%","Free (AU,BH,CL,CO,IL,JO,KR, MA,NP,OM,P,PA,PE,S,SG) 4.9% (E)","40%","",""
"4202.92.60.10","5","Jewelry boxes, and similar containers of a kind normally sold at retail with their contents","[""No."",""kg""]","","","","",""
"4202.92.60.91","5","Other (369)","[""No."",""<u>kg<\/u>""]","","","","",""
"","4","Other:","","","","","",""
"","5","With outer surface of textile materials:","","","","","",""
"4202.92.91.00","6","Of man-made fibers (except jewelry boxes of a kind normally sold at retail with their contents) (670)","[""No."",""<u>kg<\/u>""]","17.6%","Free (A,AU,BH,CL,CO,D,IL,JO,KR, MA,NP,OM,P,PA,PE,S,SG) 16.6% (E)","45%","",""
"4202.92.93","6","Other","","17.6%","Free (AU,BH,CL,CO,IL,JO,KR, MA,NP,OM,P,PA,PE,S,SG) 16.6% (E)","45%","",""
"4202.92.93.10","7","Containing 85 percent or more by weight of silk or silk waste","[""No."",""kg""]","","","","",""
"4202.92.93.15","7","Other, jewelry boxes of a kind normally sold at retail with their contents","[""No."",""kg""]","","","","",""
"4202.92.93.36","7","Other (870)","[""No."",""<u>kg<\/u>""]","","","","",""
"","5","Other:","","","","","",""
"4202.92.94.00","6","Cases designed to protect and transport compact disks (CD's), CD Rom disks, CD players, cassette players, and/or cassettes","[""No."",""kg""]","17.6%","Free (AU,BH,CL,CO,IL,JO,KR, MA,NP,OM,P,PA,PE,S,SG) 16.6% (E)","45%","",""
"4202.92.97.00","6","Other","[""No."",""kg""]","17.6%","Free (A,AU,BH,CL,CO,D,IL,JO,KR, MA,NP,OM,P,PA,PE,S,SG) 16.6% (E)","45%","",""
"4202.99","2","Other:","","","","","",""
"","3","Of materials (other than leather, composition leather, sheeting of plastics, textile materials, vulcanized fiber or paperboard) wholly or mainly covered with paper:","","","","","",""
"4202.99.10.00","4","Of plastics","[""No."",""kg""]","3.4%","Free (A,AU,BH,CL,CO,D,E,IL,JO,KR,MA,OM,P,PA,PE,S,SG)","80%","",""
"","4","Of wood:","","","","","",""
"4202.99.20.00","5","Not lined with textile fabrics","[""No."",""kg""]","4.3%","Free (A,AU,BH,CL,CO,D,E,IL,JO,KR,MA,OM,P,PA,PE,S,SG)","33 1/3%","",""
"4202.99.30.00","5","Lined with textile fabrics","[""No."",""kg""]","Free","","11¢/kg +20%","",""
"4202.99.50.00","4","Other","[""No."",""kg""]","7.8%","Free (AU,BH, CL,CO,D,E,IL, JO,KR,MA, OM,P,PA,PE,S,SG)","110%","",""
"4202.99.90.00","3","Other","[""No."",""kg""]","20%","Free (A,AU,BH,CL,CO,D,IL, JO,KR,MA,NP,OM,P,PA,PE,R,S,SG) 17.5% (E)","45%","",""
"4203","0","Articles of apparel and clothing accessories, of leather or of composition leather:","","","","","",""
"4203.10","1","Articles of apparel:","","","","","",""
"4203.10.20.00","2","Of reptile leather","[""No.""]","4.7%","Free (A,AU,BH,CL,CO,D,E,IL,JO,KR,MA,OM,P,PA,PE,S,SG)","35%","",""
"4203.10.40","2","Other","","6%","Free (AU,BH,CL,CO,D,IL,JO,KR,MA,OM,P,PA,PE,R,S,SG) 4.8% (E)","35%","",""
"","3","Coats and jackets:","","","","","",""
"4203.10.40.10","4","Anoraks","[""No.""]","","","","",""
"","4","Other:","","","","","",""
"4203.10.40.30","5","Men's and boys'","[""No.""]","","","","",""
"4203.10.40.60","5","Women's, girls' and infants'","[""No.""]","","","","",""
"","3","Other:","","","","","",""
"4203.10.40.85","4","Men's and boys'","[""No.""]","","","","",""
"4203.10.40.95","4","Women's, girls' and infants'","[""No.""]","","","","",""
"","1","Gloves, mittens and mitts:","","","","","",""
"4203.21","2","Specially designed for use in sports:","","","","","",""
"","3","Baseball and softball gloves and mitts (including batting gloves):","","","","","",""
"4203.21.20.00","4","Batting gloves","[""No.""]","3%","Free (A,AU,BH,CL,CO,D,E,IL,JO,KR,MA,OM,P,PA,PE,S,SG)","30%","",""
"4203.21.40.00","4","Other","[""No.""]","Free","","30%","",""
"","3","Ski or snowmobile gloves, mittens and mitts:","","","","","",""
"4203.21.55.00","4","Cross-country ski gloves, mittens and mitts","[""prs.""]","3.5%","Free (A,AU,BH,CL,CO,D,E,IL,JO,KR,MA,OM,P,PA,PE,S,SG)","45%","",""
"4203.21.60.00","4","Other","[""prs.""]","5.5%","Free (A,AU,BH,CL,CO,D,E,IL,JO,KR,MA,OM,P,PA,PE,S,SG)","45%","",""
"4203.21.70.00","3","Ice hockey gloves","[""prs.""]","Free","","30%","",""
"4203.21.80","3","Other","","4.9%","Free (A,AU,BH,CL,CO,D,E,IL,JO,KR,MA,OM,P,PA,PE,S,SG)","30%","",""
"4203.21.80.30","4","Golf gloves","[""doz.""]","","","","",""
"4203.21.80.60","4","Other","[""No.""]","","","","",""
"4203.29","2","Other:","","","","","",""
"","3","Gloves of horsehide or cowhide (except calfskin) leather:","","","","","",""
"","4","Wholly of leather:","","","","","",""
"4203.29.05.00","5","With fourchettes or sidewalls which, at a minimum, extend from fingertip to fingertip between each of the four fingers","[""<il>doz. prs.<\/il>""]","12.6%","Free (AU,BH,CL,CO,D,E,IL,JO,KR,MA,OM,P,PA,PE,S,SG)","25%","",""
"4203.29.08.00","5","Other","[""<il>doz. prs.<\/il>""]","14%","Free (AU,BH,CL,CO,D,IL,JO,KR,MA,OM,P,PA,PE,R,S,SG) 11.5% (E)","25%","",""
"","4","Other:","","","","","",""
"4203.29.15.00","5","With fourchettes or sidewalls which, at a minimum, extend from fingertip to fingertip between each of the four fingers","[""<il>doz. prs.<\/il>""]","14%","Free (AU,BH,CL,CO,D,E,IL,JO,KR,MA,OM,P,PA,PE,S,SG)","25%","",""
"4203.29.18.00","5","Other","[""<il>doz. prs.<\/il>""]","14%","Free (AU,BH,CL,CO,D,IL,JO,KR,MA,OM,P,PA,PE,R,S,SG) 11.5% (E)","25%","",""
"","3","Other:","","","","","",""
"4203.29.20.00","4","Not seamed","[""<il>doz. prs.<\/il>""]","12.6%","Free (AU,BH,CL,CO,D,E,IL,JO,KR,MA,OM,P,PA,PE,S,SG)","25%","",""
"","4","Other:","","","","","",""
"4203.29.30","5","Men's","","14%","Free (AU,BH,CL,CO,D,E,IL,JO,KR,MA,OM,P,PA,PE,S,SG)","25%","",""
"4203.29.30.10","6","Not lined","[""doz. prs.""]","","","","",""
"4203.29.30.20","6","Lined","[""doz. prs.""]","","","","",""
"","5","For other persons:","","","","","",""
"4203.29.40.00","6","Not lined","[""<il>doz. prs.<\/il>""]","12.6%","Free (AU,BH,CL,CO,D,E,IL,JO,KR,MA,OM,P,PA,PE,S,SG)","25%","",""
"4203.29.50.00","6","Lined","[""<il>doz. prs.<\/il>""]","12.6%","Free (AU,BH,CL,CO,D,E,IL,JO,KR,MA,NP,OM,P,PA,PE,S,SG)","25%","",""
"4203.30.00.00","1","Belts and bandoliers with or without buckles","[""No.""]","2.7%","Free (A,AU,BH,CL,CO,D,E,IL,JO,KR,MA,OM,P,PA,PE,S,SG)","35%","",""
"4203.40","1","Other clothing accessories:","","","","","",""
"4203.40.30.00","2","Of reptile leather","[""No.""]","4.9%","Free (A,AU,BH,CL,CO,D,E,IL,JO,KR,MA,OM,P,PA,PE,S,SG)","35%","",""
"4203.40.60.00","2","Other","[""No.""]","Free","","35%","",""
"4205.00","0","Other articles of leather or of composition leather:","","","","","",""
"","1","Of a kind used in machinery or mechanical appliances or for other technical uses:","","","","","",""
"4205.00.05.00","2","Belting leather cut or wholly or partly manufactured into forms or shapes suitable for conversion into belting","[""kg""]","2.9%","Free (A*,AU,BH,CL,CO,D,E,IL,JO,KR,MA,OM,P,PA,PE,S,SG)","12.5%","",""
"4205.00.10.00","2","Other","[""kg""]","Free","","35%","",""
"","1","Other:","","","","","",""
"4205.00.20.00","2","Shoelaces","[""kg""]","Free","","15%","",""
"4205.00.40.00","2","Straps and strops","[""kg""]","1.8%","Free (A*,AU,BH,CL,CO,D,E,IL,JO,KR,MA,OM,P,PA,PE,S,SG)","35%","",""
"","2","Other:","","","","","",""
"4205.00.60.00","3","Of reptile leather","[""kg""]","4.9%","Free (A*,AU,B,BH,CL,CO,D,E,IL,JO,KR,MA,OM,P,PA,PE,S,SG)","35%","",""
"4205.00.80.00","3","Other","[""kg""]","Free","","35%","",""
"4206.00","0","Articles of gut (other than silkworm gut), of goldbeater's skin, of bladders or of tendons:","","","","","",""
"","1","Of catgut:","","","","","",""
"4206.00.13.00","2","If imported for use in the manufacture of sterile surgical sutures","[""kg""]","3.5%","Free (A,AU,BH,CL,CO,D,E,IL,JO,KR,MA,OM,P,PA,PE,S,SG)","40%","",""
"4206.00.19","2","Other","","3.9%","Free (A,AU,BH,CL,CO,D,E,IL,JO,KR,MA,OM,P,PA,PE,S,SG)","40%","",""
"4206.00.19.10","3","Racquet strings","[""m""]","","","","",""
"4206.00.19.30","3","Other","[""kg""]","","","","",""
"4206.00.90.00","1","Other","[""kg""]","Free","","40%","",""
