HTS Number,Indent,Description,Unit of Quantity,General Rate of Duty,Special Rate of Duty,Column 2 Rate of Duty,Quota Quantity,Additional Duties
"9611.00.00.00","0","Date, sealing or numbering stamps and the like, (including devices for printing or embossing labels), designed for operating in the hand; hand-operated composing sticks and hand printing sets incorporating such composing sticks","[""No.""]","2.7%","Free (A,AU,BH,CL,CO,D,E,IL,JO,KR,MA,OM,P,PA,PE,S,SG)","80%","",""
"9612","0","Typewriter or similar ribbons, inked or otherwise prepared for giving impressions, whether or not on spools or in cartridges; ink pads, whether or not inked, with or without boxes:","","","","","",""
"9612.10","1","Ribbons:","","","","","",""
"9612.10.10","2","Measuring less than 30 mm in width, permanently put up in plastic or metal cartridges (whether or not containing spools) of a kind used in typewriters, automatic data processing or other machines","","Free","","78.5%","",""
"9612.10.10.10","3","Woven, of man-made fibers","[""doz."",""kg""]","","","","",""
"9612.10.10.20","3","Other","[""doz."",""kg""]","","","","",""
"9612.10.90","2","Other","","7.9%","Free (AU,BH,CL,CO,E*,IL,JO,KR,MA,OM,P,PA,PE,S,SG) 3.95% (JP)","78.5%","",""
"9612.10.90.10","3","Woven, of man-made fibers (621)","[""doz."",""<u>kg<\/u>""]","","","","",""
"","3","Other:","","","","","",""
"9612.10.90.30","4","Thermal transfer printing ribbons of coated polyethylene terephthalate film","[""doz."",""kg""]","","","","",""
"9612.10.90.90","4","Other","[""doz."",""kg""]","","","","",""
"9612.20.00.00","1","Ink pads","[""No.""]","3.5%","Free (A+,AU,BH,CL,CO,D,E,IL, JO,KR,MA, OM,P,PA,PE,S,SG)","40%","",""
"9613","0","Cigarette lighters and other lighters, whether or not mechanical or electrical, and parts thereof other than flints and wicks:","","","","","",""
"9613.10.00.00","1","Pocket lighters, gas fueled, non-refillable","[""No.""]","4%","Free (A*,AU,BH,CL,CO,D,E,IL,JO,KR,MA,OM,P,PA,PE,S,SG)","110%","",""
"9613.20.00.00","1","Pocket lighters, gas fueled, refillable","[""No.""]","9%","Free (A,AU,BH,CL,CO,D,E,IL,JO,KR,MA,OM,P,PA,PE,S,SG)","110%","",""
"9613.80","1","Other lighters:","","","","","",""
"9613.80.10","2","Table lighters","","4.8%","Free (A,AU,BH,CL,CO,D,E,IL,JO,KR,MA,OM,P,PA,PE,S,SG)","60%","",""
"9613.80.10.40","3","Butane","[""No.""]","","","","",""
"9613.80.10.80","3","Other","[""No.""]","","","","",""
"","2","Other:","","","","","",""
"9613.80.20","3","Electrical","","3.9%","Free (A,AU,B,BH,CL,CO,D,E,IL,JO,KR,MA,OM,P,PA,PE,S,SG)","35%","",""
"9613.80.20.10","4","Multipurpose lighters, including those used to light charcoal and gas grills and fireplaces","[""No.""]","","","","",""
"9613.80.20.90","4","Other","[""No.""]","","","","",""
"","3","Other:","","","","","",""
"9613.80.40.00","4","Of precious metal (except silver), of precious or semiprecious stones or of such metal and such stones","[""No.""]","3.6%","Free (A*,AU,BH,CL,CO,D,E,IL,JO,KR,MA,OM,P,PA,PE,S,SG)","80%","",""
"","4","Other:","","","","","",""
"9613.80.60.00","5","Valued not over $5 per dozen pieces","[""doz.""]","8%","Free (A,AU,BH,CL,CO,D,E,IL,JO,KR,MA,OM,P,PA,PE,S,SG)","110%","",""
"9613.80.80.00","5","Valued over $5 per dozen pieces","[""doz.""]","9%","Free (A,AU,BH,CL,CO,D,E,IL,JO,KR,MA,OM,P,PA,PE,S,SG)","110%","",""
"9613.90","1","Parts:","","","","","",""
"9613.90.40.00","2","Electrical","[""No.""]","3.9%","Free (A,AU,B,BH,CL,CO,D,E,IL,JO,KR,MA,OM,P,PA,PE,S,SG)","35%","",""
"9613.90.80.00","2","Other","[""No.""]","4%","Free (A,AU,BH,CL,CO,D,E,IL,JO,KR,MA,OM,P,PA,PE,S,SG)","110%","",""
"9614.00","0","Smoking pipes (including pipe bowls) and cigar or cigarette holders, and parts thereof:","","","","","",""
"","1","Pipes and pipe bowls:","","","","","",""
"","2","Of wood or root:","","","","","",""
"9614.00.21.00","3","Roughly shaped blocks of wood or root, for the manufacture of pipes","[""gross""]","Free","","10%","",""
"9614.00.25.00","3","Other","[""No.""]","0.4¢ each + 3.2%","Free (A*,AU,BH,CL,CO,D,E,IL,JO,KR,MA,OM,P,PA,PE,S,SG)","5¢ each + 60%","",""
"9614.00.26.00","2","Pipes and bowls wholly of clay and pipes with bowls wholly of clay","[""No.""]","3%","Free (A*,AU,BH,CL,CO,D,E,IL,JO,KR,MA,OM,P,PA,PE,S,SG)","45%","",""
"9614.00.28","2","Other","","0.3¢ each + 3.2%","Free (A*,AU,BH,CL,CO,D,E,IL,JO,KR,MA,OM,P,PA,PE,S,SG)","5¢ each + 60%","",""
"9614.00.28.10","3","Of glass","[""No.""]","","","","",""
"9614.00.28.30","3","Of plastics","[""No.""]","","","","",""
"9614.00.28.90","3","Other","[""No.""]","","","","",""
"","1","Other:","","","","","",""
"9614.00.94.00","2","Of metal","[""No.""]","7.2%","Free (A*,AU,BH,CL,CO,D,E,IL,JO,KR,MA,OM,P,PA,PE,S,SG)","110%","",""
"9614.00.98","2","Other","","0.5¢ each + 3%","Free (A*,AU,BH,CL,CO,D,E,IL,JO,KR,MA,OM,P,PA,PE,S,SG)","5¢ each + 60%","",""
"9614.00.98.10","3","Of glass","[""No.""]","","","","",""
"9614.00.98.90","3","Other","[""No.""]","","","","",""
"9615","0","Combs, hair-slides and the like; hairpins, curling pins, curling grips, hair-curlers and the like, other than those of heading 8516, and parts thereof:","","","","","",""
"","1","Combs, hair-slides and the like:","","","","","",""
"9615.11","2","Of hard rubber or plastics:","","","","","",""
"","3","Combs:","","","","","",""
"9615.11.10.00","4","Valued not over $4.50 per gross","[""gross""]","14.4¢/gross + 2%","Free (A,AU,BH,CL,CO,D,E,IL,JO,KR,MA,OM,P,PA,PE,S,SG)","$1.44/gross + 25%","",""
"","4","Valued over $4.50 per gross:","","","","","",""
"9615.11.20.00","5","Of hard rubber","[""gross""]","5.2%","Free (A,AU,BH,CL,CO,D,E,IL,JO,KR,MA,OM,P,PA,PE,S,SG)","36%","",""
"9615.11.30.00","5","Other","[""gross""]","28.8¢/gross + 4.6%","Free (A,AU,BH,CL,CO,D,E,IL,JO,KR,MA,OM,P,PA,PE,S,SG)","$2.88/gross + 35%","",""
"","3","Other:","","","","","",""
"9615.11.40.00","4","Not set with imitation pearls or imitation gemstones","[""No.""]","5.3%","Free (A,AU,BH,CL,CO,D,E,IL,JO,KR,MA,OM,P,PA,PE,S,SG)","80%","",""
"9615.11.50.00","4","Other","[""No.""]","Free","","110%","",""
"9615.19","2","Other:","","","","","",""
"","3","Combs:","","","","","",""
"9615.19.20.00","4","Valued not over $4.50 per gross","[""gross""]","9.7¢/gross + 1.3%","Free (A*,AU,BH,CL,CO,D,E,IL,JO,KR,MA,OM,P,PA,PE,S,SG)","$1.44/gross + 25%","",""
"9615.19.40.00","4","Valued over $4.50 per gross","[""gross""]","28.8¢/gross + 4.6%","Free (A*,AU,BH,CL,CO,D,E,IL,JO,KR,MA,OM,P,PA,PE,S,SG)","$2.88/gross + 35%","",""
"9615.19.60.00","3","Other","[""No.""]","11%","Free (A*,AU,BH,CL,CO,D,E,IL,JO,KR,MA,OM,P,PA,PE,S,SG)","110%","",""
"9615.90","1","Other:","","","","","",""
"9615.90.20.00","2","Nonthermic, nonornamental devices for curling the hair","[""No.""]","8.1%","Free (A*,AU,BH,CL,CO,D,E,IL,JO,KR,MA,OM,P,PA,PE,S,SG)","45%","",""
"9615.90.30.00","2","Hair pins","[""kg""]","5.1%","Free (A*,AU,BH,CL,CO,D,E,IL,JO,KR,MA,OM,P,PA,PE,S,SG)","35%","",""
"","2","Other:","","","","","",""
"9615.90.40.00","3","Of rubber or plastics, not set with imitation pearls or imitation gemstones","[""No.""]","5.3%","Free (A*,AU,BH,CL,CO,D,E,IL,JO,KR,MA,OM,P,PA,PE,S,SG)","80%","",""
"9615.90.60.00","3","Other","[""No.""]","11%","Free (A*,AU,BH,CL,CO,D,E,IL,JO,KR,MA,OM,P,PA,PE,S,SG)","110%","",""
"9616","0","Scent sprayers and similar toilet sprayers, and mounts and heads therefor; powder puffs and pads for the application of cosmetics or toilet preparations:","","","","","",""
"9616.10.00.00","1","Scent sprayers and similar toilet sprayers, and mounts and heads therefor","[""No.""]","Free","","40%","",""
"9616.20.00.00","1","Powder puffs and pads for the application of cosmetics or toilet preparations","[""kg""]","4.3%","Free (A+,AU,BH,CL,CO,D,E, IL,JO,KR,MA,OM,P,PA, PE,S,SG)","78.5%","",""
"9617.00","0","Vacuum flasks and other vacuum vessels, complete; parts thereof other than glass inners:","","","","","",""
"","1","Vessels:","","","","","",""
"9617.00.10.00","2","Having a capacity not exceeding 1 liter","[""No.""]","7.2%","Free (A,AU,BH,CL,CO,D,E,IL,JO,KR,MA,OM,P,PA,PE,S,SG)","55.5%","",""
"9617.00.30.00","2","Having a capacity exceeding 1 liter but not exceeding 2 liters","[""No.""]","6.9%","Free (A,AU,BH,CL,CO,D,E,IL,JO,KR,MA,OM,P,PA,PE,S,SG)","52%","",""
"9617.00.40.00","2","Having a capacity exceeding 2 liters","[""No.""]","6.9%","Free (A,AU,BH,CL,CO,D,E,IL,JO,KR,MA,OM,P,PA,PE,S,SG)","51%","",""
"9617.00.60.00","1","Parts","[""No.""]","7.2%","Free (A,AU,BH,CL,CO,D,E,IL,JO,KR,MA,OM,P,PA,PE,S,SG)","55%","",""
"9618.00.00.00","0","Tailors' dummies and other mannequins; automatons and other animated displays used for shopwindow dressing","[""No.""]","4.4%","Free (A,AU,BH,CL,CO,D,E,IL,JO,KR,MA,OM,P,PA,PE,S,SG)","56%","",""
"9619.00","0","Sanitary pads (towels) and tampons, diapers (napkins), diaper liners and similar articles, of any material:","","","","","",""
"9619.00.05.00","1","Of plastics","[""kg""]","5%","Free (A,AU,BH,CL,CO,D,E,IL,JO,KR,MA,OM,P,PA,PE,S,SG)","25%","",""
"9619.00.11.00","1","Of paper pulp","[""kg""]","Free","","30%","",""
"9619.00.15","1","Of paper, cellulose wadding or webs of cellulose fibers","","Free","","35%","",""
"9619.00.15.10","2","Sanitary napkins and tampons","[""kg""]","","","","",""
"9619.00.15.30","2","Diapers and diaper liners","[""kg""]","","","","",""
"9619.00.15.60","2","Other","[""kg""]","","","","",""
"","1","Of textile wadding:","","","","","",""
"9619.00.21.00","2","Of cotton (369)","[""kg""]","3.6%","Free (AU,BH, CL,CO,IL,JO,KR, MA,OM, P,PA,PE,S,SG)","40%","",""
"9619.00.25.00","2","Other (669)","[""kg""]","6.3%","Free (AU,BH, CL,CO,E*,IL,JO, KR,MA,OM, P,PA,PE,S,SG)","74%","",""
"","1","Diapers of other textile materials:","","","","","",""
"","2","Of cotton:","","","","","",""
"9619.00.31.00","3","Of knitted or crocheted textile fabric (239)","[""doz."",""<u>kg<\/u>""]","8.1%","Free (AU,BH, CL,CO,IL,JO,KR, MA,OM, P,PA,PE,S,SG)","90%","",""
"9619.00.33.00","3","Other (239)","[""doz."",""<u>kg<\/u>""]","9.3%","Free (AU,BH, CL,CO,IL,JO,KR, MA,OM, P,PA,PE,S,SG)","90%","",""
"9619.00.41.00","2","Of synthetic fibers (239)","[""doz."",""<u>kg<\/u>""]","16%","Free (AU,BH, CL,CO,IL,JO,KR, MA,OM, P,PA,PE,S,SG)","90%","",""
"9619.00.43.00","2","Of artificial fibers (239)","[""doz."",""<u>kg<\/u>""]","14.9%","Free (AU,BH, CL,CO,IL,JO,KR, MA,OM, P,PA,PE,S,SG)","90%","",""
"","2","Of other textile fibers:","","","","","",""
"9619.00.46.00","3","Of knitted or crocheted textile fabric (839)","[""doz."",""<u>kg<\/u>""]","5.6%","Free (AU,BH, CL,CO,E*,IL,JO, KR,MA,OM, P,PA,PE,S,SG)","60%","",""
"9619.00.48.00","3","Other (839)","[""doz."",""<u>kg<\/u>""]","2.8%","Free (AU,BH, CL,CO,E,IL,JO, KR,MA,OM, P,PA,PE,S,SG)","35%","",""
"","1","Other, of textile materials:","","","","","",""
"","2","Knitted or crocheted:","","","","","",""
"9619.00.61.00","3","Of cotton","[""doz."",""<u>kg<\/u>""]","10.8%","Free (AU,BH,CL,CO,IL,JO,KR,MA,OM,P,PA,PE,S,SG)","90%","",""
"9619.00.64.00","3","Of man-made fibers","[""doz."",""<u>kg<\/u>""]","14.9%","Free (AU,BH,CL, CO,IL,JO,KR,MA,OM,P,PA, PE,S,SG)","90%","",""
"9619.00.68.00","3","Other","[""doz."",""<u>kg<\/u>""]","5.6%","Free (AU,BH, CL,CO,E*,IL,JO, KR,MA,OM, P,PA,PE,S,SG)","60%","",""
"","2","Other:","","","","","",""
"9619.00.71.00","3","Of cotton","[""doz."",""<u>kg<\/u>""]","8.1%","Free (AU,BH, CL,CO,IL,JO,KR, MA,OM,P,PA, PE,S,SG)","90%","",""
"9619.00.74.00","3","Of man-made fibers","[""doz."",""<u>kg<\/u>""]","16%","Free (AU,BH,CL,CO,IL,JO,KR,MA,OM,P,PA,PE,S,SG)","76%","",""
"","3","Other:","","","","","",""
"9619.00.78.00","4","Menʼs or boysʼ","[""doz."",""<u>kg<\/u>""]","2.8%","Free (AU,BH, CL,CO,E*,IL,JO, KR,MA,OM, P,PA,PE,S,SG)","35%","",""
"9619.00.79.00","4","Womenʼs or girlsʼ","[""doz."",""<u>kg<\/u>""]","7.3%","Free (AU,BH,CL,CO,E,IL,JO,KR,MA,OM,P,PA,PE,S,SG)","35%","",""
