HTS Number,Indent,Description,Unit of Quantity,General Rate of Duty,Special Rate of Duty,Column 2 Rate of Duty,Quota Quantity,Additional Duties
"7616.10.70.90","4","Other","[""kg""]","","","","",""
"7616.10.90","3","Other","","6%","Free (A,AU,B,BH,CL,CO,D,E,IL,JO,KR,MA,OM,P,PA,PE,S,SG)","45%","",""
"7616.10.90.30","4","Threaded fasteners","[""kg""]","","","","",""
"7616.10.90.90","4","Other","[""kg""]","","","","",""
"","1","Other:","","","","","",""
"7616.91.00.00","2","Cloth, grill, netting and fencing, of aluminum wire","[""kg""]","2.5%","Free (A*,AU,B,BH,CL,CO,D,E,IL,JO,KR,MA,OM,P,PA,PE,S,SG)","45%","",""
"7616.99","2","Other:","","","","","",""
"7616.99.10.00","3","Luggage frames","[""kg""]","Free","","45%","",""
"7616.99.51","3","Other","","2.5%","Free (A*,AU,B,BH,CL,CO,D,E,IL,JO,KR,MA,OM,P,PA,PE,S,SG)","45%","",""
"7616.99.51.20","4","Laminated goods consisting of 2 or more flat-rolled sheets of aluminum held together with an adhesive or having a core of non-metallic material","[""kg""]","","","","",""
"7616.99.51.30","4","Ladders","[""No.""]","","","","",""
"7616.99.51.40","4","Venetian blinds and parts thereof","[""No.""]","","","","",""
"7616.99.51.50","4","Hangers and supports for pipes and tubes","[""kg""]","","","","",""
"","4","Other:","","","","","",""
"7616.99.51.60","5","Castings","[""kg""]","","","","",""
"7616.99.51.70","5","Forgings","[""kg""]","","","","",""
"","5","Other:","","","","","",""
"7616.99.51.75","6","Articles of wire","[""kg""]","","","","",""
"7616.99.51.90","6","Other","[""kg""]","","","","",""
