HTS Number,Indent,Description,Unit of Quantity,General Rate of Duty,Special Rate of Duty,Column 2 Rate of Duty,Quota Quantity,Additional Duties
"","1","Other film, without perforations, of a width not exceeding 105 mm:","","","","","",""
"3702.31.01.00","2","For color photography (polychrome)","[""No.""]","3.7%","Free (A,AU,BH,CL,CO,D,E,IL,JO,KR,MA,OM,P,PA,PE,S,SG)","25%","",""
"3702.32.01","2","Other, with silver halide emulsion","","3.7%","Free (A,AU,BH,CL,CO,D,E,IL,JO,KR,MA,OM,P,PA,PE,S,SG)","25%","",""
"3702.32.01.30","3","Microfilm","[""m<sup>2<\/sup>""]","","","","",""
"3702.32.01.60","3","Other","[""m<sup>2<\/sup>""]","","","","",""
"3702.39.01.00","2","Other","[""m<sup>2<\/sup>""]","3.7%","Free (A,AU,BH,CL,CO,D,E,IL,JO,KR,MA,OM,P,PA,PE,S,SG)","25%","",""
"","1","Other film, without perforations, of a width exceeding <il>105 mm</il>:","","","","","",""
"3702.41.01.00","2","Of a width exceeding 610 mm and of a length exceeding 200 m, for color photography (polychrome)","[""m<sup>2<\/sup>""]","3.7%","Free (A,AU,BH,CL,CO,D,E,IL,JO,KR,MA,OM,P,PA,PE,S,SG)","25%","",""
"3702.42.01.00","2","Of a width exceeding 610 mm and of a length exceeding 200 m, other than for color photography","[""m<sup>2<\/sup>""]","3.7%","Free (A,AU,BH,CL,CO,D,E,IL,JO,KR,MA,OM,P,PA,PE,S,SG)","25%","",""
"3702.43.01.00","2","Of a width exceeding 610 mm and of a length not exceeding 200 m","[""m<sup>2<\/sup>""]","3.7%","Free (A,AU,BH,CL,CO,D,E,IL,JO,KR,MA,OM,P,PA,PE,S,SG)","25%","",""
"3702.44.01","2","Of a width exceeding 105 mm but not exceeding <il>610 mm</il>","","3.7%","Free (A,AU,BH,CL,CO,D,E,IL,JO,KR,MA,OM,P,PA,PE,S,SG)","25%","",""
"3702.44.01.30","3","Graphic arts film","[""m<sup>2<\/sup>""]","","","","",""
"3702.44.01.60","3","Other","[""m<sup>2<\/sup>""]","","","","",""
"","1","Other film, for color photography (polychrome):","","","","","",""
"3702.52.01","2","Of a width not exceeding 16 mm","","3.7%","Free (A,AU,BH,CL,CO,D,E,IL,JO,KR,MA,OM,P,PA,PE,S,SG)","25%","",""
"3702.52.01.30","3","Reversal color film","[""m<sup>2<\/sup>""]","","","","",""
"3702.52.01.60","3","Other","[""m<sup>2<\/sup>""]","","","","",""
"3702.53.00","2","Of a width exceeding 16 mm but not exceeding 35 mm and of a length not exceeding 30 m, for slides","","3.7%","Free (A,AU,BH,CL,CO,D,E,IL,JO,KR,MA,OM,P,PA,PE,S,SG)","25%","",""
"3702.53.00.30","3","35 mm","[""No.""]","","","","",""
"3702.53.00.60","3","Other","[""No.""]","","","","",""
"3702.54.00","2","Of a width exceeding 16 mm but not exceeding 35 mm and of a length not exceeding 30 m, other than for slides","","3.7%","Free (A,AU,BH,CL,CO,D,E,IL,JO,KR,MA,OM,P,PA,PE,S,SG)","25%","",""
"3702.54.00.30","3","35 mm","[""No.""]","","","","",""
"3702.54.00.60","3","Other","[""No.""]","","","","",""
"3702.55.00","2","Of a width exceeding 16 mm but not exceeding 35 mm and of a length exceeding 30 m","","Free","","38¢/m<sup>2</sup>","",""
"3702.55.00.30","3","Reversal color film","[""m<sup>2<\/sup>""]","","","","",""
"3702.55.00.60","3","Other","[""m<sup>2<\/sup>""]","","","","",""
"3702.56.00","2","Of a width exceeding 35 mm","","Free","","38¢/m<sup>2</sup>","",""
"3702.56.00.30","3","Motion-picture film","[""m"",""m<sup>2<\/sup>""]","","","","",""
"3702.56.00.60","3","Other","[""m<sup>2<\/sup>""]","","","","",""
"","1","Other:","","","","","",""
"3702.96.00.00","2","Of a width not exceeding <il>35 mm</il> and of a length not exceeding 30 m","[""m<sup>2<\/sup>""]","3.7%","Free (A,AU,BH,CL,CO,D,E,IL,JO,KR,MA,OM,P,PA,PE,S,SG)","25%","",""
"3702.97.00.00","2","Of a width not exceeding <il>35 mm</il> and of a length exceeding <il>30 m</il>","[""m<sup>2<\/sup>""]","Free","","38¢/m<sup>2</sup>","",""
"3702.98.00.00","2","Of a width exceeding <il>35 mm</il>","[""m<sup>2<\/sup>""]","3.7%","Free (A,AU,BH,CL,CO,D,E,IL,JO,KR,MA,OM,P,PA,PE,S,SG)","25%","",""
"3703","0","Photographic paper, paperboard and textiles, sensitized, unexposed:","","","","","",""
"3703.10","1","In rolls of a width exceeding 610 mm:","","","","","",""
"3703.10.30","2","Silver halide papers","","3.7%","Free (A,AU,BH,CL,CO,D,E,IL,JO,KR,MA,OM,P,PA,PE,S,SG)","30%","",""
"","3","For pictorial use (continuous tone):","","","","","",""
"3703.10.30.30","4","For color photography (polychrome)","[""m<sup>2<\/sup>""]","","","","",""
"3703.10.30.60","4","Other","[""m<sup>2<\/sup>""]","","","","",""
"3703.10.30.90","3","Other (line reproduction)","[""m<sup>2<\/sup>""]","","","","",""
"3703.10.60.00","2","Other","[""m<sup>2<\/sup>""]","3.1%","Free (A,AU,BH,CL,CO,D,E,IL,JO,KR,MA,OM,P,PA,PE,S,SG)","30%","",""
"3703.20","1","Other, for color photography (polychrome):","","","","","",""
"3703.20.30","2","Silver halide papers","","3.7%","Free (A,AU,BH,CL,CO,D,E,IL,JO,KR,MA,OM,P,PA,PE,S,SG)","30%","",""
"3703.20.30.30","3","For pictorial use (continuous tone)","[""m<sup>2<\/sup>""]","","","","",""
"3703.20.30.60","3","Other (line reproduction)","[""m<sup>2<\/sup>""]","","","","",""
"3703.20.60.00","2","Other","[""m<sup>2<\/sup>""]","3.1%","Free (A,AU,BH,CL,CO,D,E,IL,JO,KR,MA,OM,P,PA,PE,S,SG)","30%","",""
"3703.90","1","Other:","","","","","",""
"3703.90.30","2","Silver halide papers","","3.7%","Free (A,AU,BH,CL,CO,D,E,IL,JO,KR,MA,OM,P,PA,PE,S,SG)","30%","",""
"","3","For pictorial use (continuous tone):","","","","","",""
"3703.90.30.30","4","In sheets","[""m<sup>2<\/sup>""]","","","","",""
"3703.90.30.60","4","Other","[""m<sup>2<\/sup>""]","","","","",""
"3703.90.30.90","3","Other (line reproduction)","[""m<sup>2<\/sup>""]","","","","",""
"3703.90.60.00","2","Other","[""m<sup>2<\/sup>""]","2.8%","Free (A,AU,BH,CL,CO,D,E,IL,JO,KR,MA,OM,P,PA,PE,S,SG)","35%","",""
"3704.00.00.00","0","Photographic plates, film, paper, paperboard and textiles, exposed but not developed","[""m<sup>2<\/sup>""]","Free","","$3.88/m<sup>2</sup>","",""
"3705.00.00.00","0","Photographic plates and film, exposed and developed, other than cinematographic film","[""m²""]","Free","","25%","",""
"3706","0","Motion-picture film, exposed and developed, whether or not incorporating sound track or consisting only of sound track:","","","","","",""
"3706.10","1","Of a width of 35 mm or more:","","","","","",""
"3706.10.30.00","2","Sound recordings on motion-picture film suitable for use in connection with motion-picture exhibits","[""m""]","1.4%","Free (A*,AU,BH,CL,CO,D,E,IL,JO,KR,MA,OM,P,PA,PE,S,SG)","7%","",""
"3706.10.60","2","Other","","Free","","10¢/m","",""
"","3","Feature films:","","","","","",""
"3706.10.60.30","4","Positive release prints","[""m""]","","","","",""
"3706.10.60.60","4","Other","[""m""]","","","","",""
"3706.10.60.90","3","Other","[""m""]","","","","",""
"3706.90.00","1","Other","","Free","","10¢/m","",""
"3706.90.00.30","2","Positive release prints","[""m""]","","","","",""
"3706.90.00.60","2","Other","[""m""]","","","","",""
"3707","0","Chemical preparations for photographic uses (other than varnishes, glues, adhesives and similar preparations); unmixed products for photographic uses, put up in measured portions or put up for retail sale in a form ready for use:","","","","","",""
"3707.10.00","1","Sensitizing emulsions","","3%","Free (A,AU,BH,CL,CO,D,E,IL,JO,KR,MA,OM,P,PA,PE,S,SG)","20%","",""
"3707.10.00.05","2","For use in color negative photographic paper","[""kg""]","","","","",""
"3707.10.00.90","2","Other","[""kg""]","","","","",""
"3707.90","1","Other:","","","","","",""
"","2","Chemical preparations for photographic uses:","","","","","",""
"3707.90.31.00","3","Acid violet 19","[""kg""]","Free","","15.4¢/kg + 50%","",""
"3707.90.32","3","Other","","Free","","15.4¢/kg +50%","",""
"3707.90.32.10","4","Unsensitized emulsions, for use in color negative photographic paper","[""kg""]","","","","",""
"3707.90.32.20","4","Couplers, for use in color negative photographic paper","[""kg""]","","","","",""
"3707.90.32.30","4","Coupler dispersions, for use in color negative photographic paper","[""kg""]","","","","",""
"3707.90.32.90","4","Other","[""kg""]","","","","",""
"3707.90.60.00","2","Unmixed products for photographic uses, put up in measured portions or put up for retail sale in a form ready for use","[""kg""]","Free","","4.5%","",""
